Geschlecht,Sprachregion,Altersgruppe,Frage,Antwort,Anzahl
g1,fr,All,c09A_02,a46,108
All,it,14bis17,c09A_15,a46,0
All,fr,6bis9,c09A_15,a46,0
g2,fr,6bis9,c09A_18,a46,1
All,fr,All,c09A_05,a46,3
g1,CH,10bis13,c09A_18,a46,0
g2,fr,6bis9,c09A_17,a46,3
All,fr,6bis9,c09A_16,a46,8
g2,CH,All,c09A_05,a46,20
All,fr,All,c09A_06,a46,0
All,it,14bis17,c09A_14,a46,0
g1,de,10bis13,c09A_05,a46,4
All,fr,6bis9,c09A_17,a46,5
g2,fr,6bis9,c09A_16,a46,3
All,fr,All,c09A_07,a46,35
All,it,14bis17,c09A_13,a46,0
g1,fr,6bis9,c09A_15,a46,0
All,fr,All,c09A_14,a46,7
All,fr,10bis13,c09A_07,a46,11
All,it,All,c09A_09,a46,3
All,fr,10bis13,c09A_17,a46,7
All,it,All,c09A_03,a46,12
g1,de,14bis17,c09A_01,a46,44
g2,fr,10bis13,c09A_17,a46,2
All,it,14bis17,c09A_01,a46,10
g2,CH,All,c09A_03,a46,108
All,fr,10bis13,c09A_15,a46,0
All,it,All,c09A_04,a46,4
g2,fr,10bis13,c09A_16,a46,6
All,it,10bis13,c09A_18,a46,0
All,fr,10bis13,c09A_16,a46,10
All,it,All,c09A_05,a46,2
g1,it,All,c09A_04,a46,4
g2,fr,10bis13,c09A_15,a46,0
All,it,10bis13,c09A_17,a46,2
All,it,All,c09A_06,a46,0
g2,fr,6bis9,c09A_07,a46,7
g1,de,14bis17,c09A_02,a46,84
g2,fr,10bis13,c09A_14,a46,0
g1,de,14bis17,c09A_18,a46,4
All,fr,10bis13,c09A_18,a46,1
All,it,All,c09A_07,a46,5
g1,fr,All,c09A_07,a46,21
g2,fr,10bis13,c09A_13,a46,0
All,it,10bis13,c09A_16,a46,2
All,fr,14bis17,c09A_01,a46,38
All,it,All,c09A_08,a46,6
g2,fr,10bis13,c09A_12,a46,0
All,CH,All,c09A_07,a46,189
All,it,10bis13,c09A_15,a46,0
All,fr,14bis17,c09A_02,a46,57
All,fr,10bis13,c09A_14,a46,1
g2,fr,10bis13,c09A_18,a46,1
All,it,14bis17,c09A_02,a46,11
g1,de,10bis13,c09A_01,a46,98
All,fr,All,c09A_15,a46,4
All,fr,10bis13,c09A_08,a46,10
g1,fr,All,c09A_05,a46,2
g2,fr,6bis9,c09A_06,a46,0
g1,fr,6bis9,c09A_17,a46,2
All,it,14bis17,c09A_06,a46,0
All,fr,All,c09A_16,a46,30
All,fr,10bis13,c09A_09,a46,16
g2,fr,6bis9,c09A_05,a46,0
All,CH,All,c09A_05,a46,45
All,it,14bis17,c09A_05,a46,0
All,fr,All,c09A_17,a46,19
All,fr,10bis13,c09A_10,a46,5
g2,fr,6bis9,c09A_04,a46,1
g1,de,10bis13,c09A_02,a46,113
All,fr,All,c09A_18,a46,4
All,it,14bis17,c09A_04,a46,2
All,fr,10bis13,c09A_11,a46,0
g1,it,All,c09A_05,a46,1
g2,fr,6bis9,c09A_03,a46,5
g1,fr,6bis9,c09A_18,a46,0
All,it,All,c09A_01,a46,36
All,it,14bis17,c09A_03,a46,3
All,fr,10bis13,c09A_12,a46,0
g2,fr,6bis9,c09A_02,a46,32
g1,fr,All,c09A_06,a46,0
g2,fr,6bis9,c09A_01,a46,24
All,it,All,c09A_02,a46,43
All,fr,10bis13,c09A_13,a46,0
g1,it,All,c09A_08,a46,2
g1,de,14bis17,c09A_10,a46,15
All,CH,10bis13,c09A_12,a46,0
g1,it,6bis9,c09A_08,a46,1
All,CH,All,c09A_10,a46,83
All,CH,All,c09A_16,a46,131
g1,fr,14bis17,c09A_03,a46,5
All,CH,6bis9,c09A_03,a46,91
g2,de,All,c09A_09,a46,41
g2,CH,6bis9,c09A_07,a46,25
g1,it,6bis9,c09A_09,a46,1
g2,it,10bis13,c09A_11,a46,0
g1,it,14bis17,c09A_17,a46,0
g2,CH,10bis13,c09A_14,a46,3
g1,fr,10bis13,c09A_12,a46,0
g2,it,10bis13,c09A_10,a46,1
All,CH,6bis9,c09A_04,a46,52
g1,it,6bis9,c09A_10,a46,1
g2,de,All,c09A_15,a46,4
g1,de,6bis9,c09A_08,a46,27
g2,fr,All,c09A_14,a46,3
g1,de,All,c09A_02,a46,348
g2,CH,6bis9,c09A_06,a46,0
g1,fr,14bis17,c09A_04,a46,0
g2,it,10bis13,c09A_09,a46,1
g1,it,14bis17,c09A_16,a46,0
g1,it,6bis9,c09A_11,a46,0
g2,it,10bis13,c09A_12,a46,0
g2,fr,All,c09A_15,a46,0
g2,CH,6bis9,c09A_11,a46,0
g2,CH,6bis9,c09A_08,a46,24
g2,it,10bis13,c09A_15,a46,0
g1,it,10bis13,c09A_01,a46,5
g1,it,6bis9,c09A_05,a46,1
g1,fr,14bis17,c09A_01,a46,16
g2,it,All,c09A_18,a46,0
g1,fr,10bis13,c09A_11,a46,0
g1,fr,10bis13,c09A_05,a46,0
g2,CH,6bis9,c09A_10,a46,6
g2,fr,All,c09A_16,a46,16
g2,it,10bis13,c09A_14,a46,0
g1,it,6bis9,c09A_06,a46,0
g1,de,6bis9,c09A_09,a46,10
All,CH,6bis9,c09A_01,a46,391
g1,de,All,c09A_01,a46,301
g1,fr,14bis17,c09A_02,a46,26
g1,it,14bis17,c09A_18,a46,0
g2,CH,6bis9,c09A_09,a46,25
g2,CH,10bis13,c09A_13,a46,0
g1,de,6bis9,c09A_15,a46,6
g1,it,6bis9,c09A_07,a46,1
g2,it,10bis13,c09A_13,a46,0
All,CH,6bis9,c09A_02,a46,383
All,CH,All,c09A_13,a46,8
All,CH,6bis9,c09A_05,a46,14
g2,it,10bis13,c09A_08,a46,2
g2,CH,6bis9,c09A_05,a46,3
g2,CH,All,c09A_14,a46,13
All,CH,6bis9,c09A_09,a46,45
g1,de,All,c09A_03,a46,98
g1,de,6bis9,c09A_16,a46,21
g2,CH,6bis9,c09A_01,a46,187
g1,fr,10bis13,c09A_04,a46,1
g2,fr,All,c09A_11,a46,0
g1,it,6bis9,c09A_16,a46,2
g2,it,10bis13,c09A_04,a46,0
g1,it,14bis17,c09A_13,a46,0
All,CH,6bis9,c09A_10,a46,30
g1,CH,14bis17,c09A_18,a46,4
g1,it,6bis9,c09A_17,a46,1
g2,CH,10bis13,c09A_18,a46,1
g2,it,10bis13,c09A_03,a46,1
g2,de,All,c09A_07,a46,58
g1,fr,14bis17,c09A_07,a46,4
All,CH,All,c09A_17,a46,127
All,CH,6bis9,c09A_11,a46,0
g2,de,All,c09A_16,a46,44
g1,CH,14bis17,c09A_17,a46,19
g1,it,6bis9,c09A_18,a46,0
g2,it,10bis13,c09A_02,a46,7
g1,de,6bis9,c09A_06,a46,0
g2,CH,10bis13,c09A_17,a46,21
g1,fr,14bis17,c09A_06,a46,0
g1,it,6bis9,c09A_15,a46,1
g1,fr,14bis17,c09A_05,a46,1
g1,it,6bis9,c09A_12,a46,0
g2,CH,10bis13,c09A_15,a46,3
All,CH,6bis9,c09A_06,a46,0
g2,de,All,c09A_08,a46,55
g2,CH,14bis17,c09A_13,a46,2
g2,fr,All,c09A_13,a46,1
g2,CH,6bis9,c09A_04,a46,23
g1,it,14bis17,c09A_15,a46,0
g2,it,10bis13,c09A_07,a46,1
g1,it,6bis9,c09A_13,a46,0
g2,CH,10bis13,c09A_16,a46,20
g2,it,10bis13,c09A_05,a46,0
All,CH,6bis9,c09A_07,a46,63
g1,fr,10bis13,c09A_13,a46,0
g2,CH,6bis9,c09A_03,a46,35
g2,it,10bis13,c09A_06,a46,0
g1,it,6bis9,c09A_14,a46,1
g1,de,6bis9,c09A_07,a46,28
g2,fr,All,c09A_12,a46,0
All,CH,6bis9,c09A_08,a46,56
g1,it,14bis17,c09A_14,a46,0
g2,CH,6bis9,c09A_02,a46,179
g2,CH,14bis17,c09A_14,a46,2
g2,de,All,c09A_10,a46,19
g1,fr,10bis13,c09A_14,a46,1
g2,it,All,c09A_08,a46,4
g2,it,6bis9,c09A_07,a46,1
g2,CH,10bis13,c09A_07,a46,26
g2,CH,10bis13,c09A_02,a46,164
g2,de,All,c09A_13,a46,1
g2,it,All,c09A_03,a46,4
g1,it,10bis13,c09A_13,a46,0
g2,it,All,c09A_09,a46,1
g2,CH,14bis17,c09A_17,a46,9
g1,fr,10bis13,c09A_08,a46,3
g2,CH,10bis13,c09A_01,a46,154
g1,it,10bis13,c09A_06,a46,0
g2,it,6bis9,c09A_06,a46,0
g2,it,6bis9,c09A_14,a46,0
g1,it,10bis13,c09A_14,a46,0
g2,it,All,c09A_10,a46,1
All,CH,All,c09A_02,a46,955
g2,CH,6bis9,c09A_18,a46,2
g2,CH,10bis13,c09A_08,a46,25
g2,it,6bis9,c09A_05,a46,1
g1,it,10bis13,c09A_15,a46,0
g2,CH,14bis17,c09A_15,a46,0
g2,it,All,c09A_11,a46,0
g2,it,All,c09A_02,a46,21
g1,it,10bis13,c09A_07,a46,0
g1,it,10bis13,c09A_12,a46,0
g2,it,All,c09A_17,a46,3
g2,it,6bis9,c09A_13,a46,0
g2,it,All,c09A_05,a46,1
g2,CH,10bis13,c09A_05,a46,8
g1,it,10bis13,c09A_09,a46,1
g2,it,6bis9,c09A_11,a46,0
g2,it,All,c09A_06,a46,0
g2,it,6bis9,c09A_12,a46,0
g1,it,10bis13,c09A_08,a46,1
g2,CH,14bis17,c09A_16,a46,25
g2,it,6bis9,c09A_10,a46,0
g1,fr,10bis13,c09A_07,a46,8
g1,it,10bis13,c09A_10,a46,0
g2,CH,10bis13,c09A_04,a46,28
g2,CH,10bis13,c09A_06,a46,1
g2,it,6bis9,c09A_09,a46,0
g2,it,All,c09A_07,a46,3
g1,it,10bis13,c09A_11,a46,0
g1,de,6bis9,c09A_13,a46,0
g2,de,All,c09A_12,a46,1
g2,CH,All,c09A_16,a46,63
g1,de,6bis9,c09A_12,a46,0
g2,it,6bis9,c09A_08,a46,1
g2,CH,10bis13,c09A_03,a46,48
g2,it,All,c09A_04,a46,0
g1,de,6bis9,c09A_11,a46,0
g2,CH,6bis9,c09A_17,a46,19
g1,it,10bis13,c09A_05,a46,0
g2,it,6bis9,c09A_15,a46,0
g1,it,10bis13,c09A_03,a46,3
g1,de,6bis9,c09A_10,a46,23
g2,CH,6bis9,c09A_14,a46,8
g2,it,10bis13,c09A_18,a46,0
g1,it,6bis9,c09A_02,a46,10
g2,it,All,c09A_15,a46,0
g1,fr,10bis13,c09A_10,a46,3
g2,it,10bis13,c09A_17,a46,1
g2,CH,6bis9,c09A_13,a46,0
g2,CH,10bis13,c09A_11,a46,0
g2,it,6bis9,c09A_17,a46,0
g2,CH,All,c09A_15,a46,4
g1,it,6bis9,c09A_03,a46,4
g2,de,All,c09A_14,a46,10
g2,it,All,c09A_16,a46,3
g2,CH,All,c09A_17,a46,49
g1,it,10bis13,c09A_02,a46,8
g2,CH,6bis9,c09A_12,a46,1
g2,fr,All,c09A_17,a46,6
g2,it,6bis9,c09A_18,a46,0
g2,it,10bis13,c09A_16,a46,2
g1,it,6bis9,c09A_04,a46,1
g2,CH,10bis13,c09A_12,a46,0
g1,it,6bis9,c09A_01,a46,8
g2,fr,All,c09A_18,a46,4
g2,it,All,c09A_14,a46,0
g2,it,6bis9,c09A_03,a46,1
g1,it,10bis13,c09A_16,a46,0
g2,it,6bis9,c09A_04,a46,0
g2,CH,10bis13,c09A_09,a46,14
g1,fr,10bis13,c09A_06,a46,0
g2,it,All,c09A_12,a46,0
g2,de,All,c09A_11,a46,0
g1,fr,10bis13,c09A_09,a46,12
g2,CH,6bis9,c09A_16,a46,18
g2,it,All,c09A_01,a46,20
g1,it,10bis13,c09A_17,a46,1
g1,CH,All,c09A_17,a46,78
g2,it,6bis9,c09A_01,a46,6
All,CH,All,c09A_15,a46,22
g2,it,All,c09A_13,a46,0
g1,it,10bis13,c09A_04,a46,1
g2,CH,6bis9,c09A_15,a46,1
g1,it,10bis13,c09A_18,a46,0
g2,it,6bis9,c09A_02,a46,7
g2,CH,10bis13,c09A_10,a46,12
g2,CH,14bis17,c09A_18,a46,3
g2,it,6bis9,c09A_16,a46,1
g1,de,6bis9,c09A_14,a46,7
g2,fr,All,c09A_10,a46,4
All,CH,All,c09A_14,a46,37
g2,it,10bis13,c09A_01,a46,7
All,CH,10bis13,c09A_04,a46,43
All,de,6bis9,c09A_11,a46,0
All,CH,10bis13,c09A_03,a46,92
g2,de,All,c09A_04,a46,57
g1,de,6bis9,c09A_03,a46,48
g2,it,14bis17,c09A_08,a46,1
g1,CH,14bis17,c09A_07,a46,31
g1,it,14bis17,c09A_06,a46,0
g2,CH,All,c09A_12,a46,1
All,de,6bis9,c09A_12,a46,1
g1,fr,14bis17,c09A_14,a46,0
g2,CH,14bis17,c09A_06,a46,0
g2,CH,14bis17,c09A_11,a46,0
g2,it,14bis17,c09A_07,a46,1
g1,de,6bis9,c09A_18,a46,0
g1,fr,10bis13,c09A_02,a46,39
g1,CH,14bis17,c09A_06,a46,0
All,de,6bis9,c09A_13,a46,0
g2,fr,All,c09A_04,a46,3
All,CH,10bis13,c09A_05,a46,12
g1,it,14bis17,c09A_05,a46,0
g1,fr,14bis17,c09A_15,a46,4
g1,de,All,c09A_07,a46,91
g2,fr,All,c09A_05,a46,1
g2,it,14bis17,c09A_09,a46,0
All,CH,All,c09A_12,a46,5
All,CH,10bis13,c09A_01,a46,280
All,CH,6bis9,c09A_18,a46,2
g1,CH,14bis17,c09A_10,a46,22
g1,fr,14bis17,c09A_12,a46,0
g1,it,14bis17,c09A_08,a46,0
All,de,6bis9,c09A_08,a46,46
g2,it,14bis17,c09A_12,a46,0
g2,CH,14bis17,c09A_04,a46,9
g1,de,6bis9,c09A_04,a46,28
All,CH,All,c09A_11,a46,0
All,CH,All,c09A_18,a46,10
g1,CH,14bis17,c09A_09,a46,57
g1,fr,10bis13,c09A_16,a46,4
All,de,6bis9,c09A_09,a46,29
g2,fr,All,c09A_06,a46,0
g2,it,14bis17,c09A_11,a46,0
g1,fr,14bis17,c09A_13,a46,0
g1,it,14bis17,c09A_07,a46,1
g1,de,All,c09A_06,a46,0
g2,it,14bis17,c09A_10,a46,0
All,CH,10bis13,c09A_02,a46,324
g2,CH,14bis17,c09A_05,a46,9
All,de,6bis9,c09A_10,a46,28
g2,it,14bis17,c09A_06,a46,0
g1,fr,10bis13,c09A_17,a46,5
g1,CH,14bis17,c09A_05,a46,10
g2,de,6bis9,c09A_18,a46,1
g1,de,All,c09A_08,a46,68
g1,CH,14bis17,c09A_02,a46,114
g2,CH,14bis17,c09A_09,a46,20
All,de,6bis9,c09A_18,a46,1
g2,it,14bis17,c09A_01,a46,7
g1,fr,14bis17,c09A_17,a46,6
All,CH,10bis13,c09A_10,a46,25
g1,de,6bis9,c09A_01,a46,159
g1,CH,14bis17,c09A_01,a46,63
All,de,10bis13,c09A_01,a46,215
g1,fr,10bis13,c09A_01,a46,23
All,de,6bis9,c09A_14,a46,13
All,CH,All,c09A_01,a46,831
All,CH,10bis13,c09A_11,a46,0
g1,it,14bis17,c09A_02,a46,4
g2,fr,All,c09A_01,a46,76
g1,fr,6bis9,c09A_01,a46,37
g2,de,6bis9,c09A_17,a46,16
g1,fr,14bis17,c09A_18,a46,0
All,de,10bis13,c09A_02,a46,236
g2,CH,All,c09A_11,a46,0
g2,CH,14bis17,c09A_10,a46,6
g2,it,14bis17,c09A_02,a46,7
g1,it,14bis17,c09A_03,a46,1
All,CH,10bis13,c09A_09,a46,39
All,de,6bis9,c09A_17,a46,42
g2,CH,14bis17,c09A_07,a46,24
All,CH,10bis13,c09A_06,a46,1
g2,it,14bis17,c09A_05,a46,0
All,CH,All,c09A_03,a46,228
g2,de,All,c09A_18,a46,2
g2,fr,All,c09A_03,a46,21
All,de,6bis9,c09A_15,a46,7
All,CH,10bis13,c09A_07,a46,71
g2,it,14bis17,c09A_04,a46,0
g1,it,14bis17,c09A_04,a46,2
g1,CH,14bis17,c09A_04,a46,6
g1,de,6bis9,c09A_02,a46,151
All,de,6bis9,c09A_16,a46,35
All,CH,10bis13,c09A_08,a46,55
g2,de,All,c09A_03,a46,83
g2,CH,14bis17,c09A_08,a46,25
g2,it,14bis17,c09A_03,a46,2
g1,fr,14bis17,c09A_16,a46,5
g1,fr,10bis13,c09A_18,a46,0
g1,CH,14bis17,c09A_03,a46,20
g2,fr,All,c09A_02,a46,97
g2,fr,All,c09A_07,a46,14
g1,CH,14bis17,c09A_08,a46,23
g2,CH,All,c09A_18,a46,6
g2,CH,14bis17,c09A_01,a46,97
All,CH,6bis9,c09A_14,a46,19
g1,it,14bis17,c09A_10,a46,0
g1,fr,14bis17,c09A_11,a46,0
g1,de,6bis9,c09A_17,a46,26
g2,it,14bis17,c09A_14,a46,0
g2,it,14bis17,c09A_18,a46,0
g1,CH,14bis17,c09A_12,a46,4
g1,de,All,c09A_05,a46,22
All,CH,6bis9,c09A_16,a46,46
g1,it,14bis17,c09A_11,a46,0
All,de,6bis9,c09A_03,a46,77
All,CH,6bis9,c09A_15,a46,8
All,de,6bis9,c09A_02,a46,291
g1,fr,10bis13,c09A_15,a46,0
g2,it,14bis17,c09A_16,a46,0
All,CH,6bis9,c09A_13,a46,0
g2,fr,All,c09A_08,a46,15
g2,CH,All,c09A_13,a46,2
g1,fr,14bis17,c09A_09,a46,16
All,de,6bis9,c09A_05,a46,11
g2,de,All,c09A_06,a46,1
g1,fr,14bis17,c09A_10,a46,7
g2,it,14bis17,c09A_15,a46,0
g1,fr,10bis13,c09A_03,a46,5
g2,fr,All,c09A_09,a46,17
g1,CH,14bis17,c09A_15,a46,9
g1,CH,14bis17,c09A_13,a46,6
g1,fr,14bis17,c09A_08,a46,8
g2,it,14bis17,c09A_17,a46,2
All,de,6bis9,c09A_06,a46,0
All,CH,6bis9,c09A_12,a46,1
g1,de,All,c09A_04,a46,45
g1,CH,14bis17,c09A_16,a46,18
g1,CH,14bis17,c09A_14,a46,4
g2,de,All,c09A_17,a46,40
g1,de,6bis9,c09A_05,a46,9
All,de,6bis9,c09A_07,a46,45
g1,CH,14bis17,c09A_11,a46,0
All,de,6bis9,c09A_01,a46,316
g2,CH,14bis17,c09A_12,a46,0
g2,CH,14bis17,c09A_02,a46,134
g2,it,14bis17,c09A_13,a46,0
All,CH,6bis9,c09A_17,a46,48
g2,de,All,c09A_05,a46,18
All,de,6bis9,c09A_04,a46,50
g2,CH,14bis17,c09A_03,a46,25
g1,it,14bis17,c09A_09,a46,0
g1,it,14bis17,c09A_12,a46,0
All,CH,All,c09A_02,a45,545
g2,CH,14bis17,c09A_15,a45,36
g2,CH,10bis13,c09A_08,a45,77
g1,fr,All,c09A_11,a45,7
g2,CH,10bis13,c09A_09,a45,89
g1,CH,All,c09A_01,a45,312
All,it,All,c09A_07,a45,15
g2,CH,14bis17,c09A_08,a45,59
g2,fr,All,c09A_03,a45,28
g1,it,All,c09A_04,a45,1
g2,CH,10bis13,c09A_17,a45,38
g1,CH,All,c09A_14,a45,61
g1,fr,All,c09A_10,a45,20
All,it,10bis13,c09A_17,a45,3
g2,CH,14bis17,c09A_02,a45,91
All,it,All,c09A_06,a45,0
All,it,6bis9,c09A_14,a45,3
g1,CH,All,c09A_05,a45,121
All,CH,All,c09A_01,a45,560
All,it,All,c09A_05,a45,13
g2,it,All,c09A_02,a45,16
All,it,10bis13,c09A_01,a45,10
g2,fr,All,c09A_02,a45,37
g2,CH,14bis17,c09A_11,a45,3
All,it,14bis17,c09A_02,a45,12
g1,CH,All,c09A_16,a45,179
g1,CH,All,c09A_04,a45,180
g2,CH,14bis17,c09A_01,a45,70
All,it,6bis9,c09A_12,a45,0
All,it,All,c09A_03,a45,14
g2,CH,10bis13,c09A_06,a45,0
g2,de,All,c09A_16,a45,132
g2,fr,All,c09A_10,a45,19
g1,CH,All,c09A_15,a45,82
g1,CH,All,c09A_03,a45,213
g1,fr,All,c09A_18,a45,4
g2,CH,14bis17,c09A_10,a45,23
g2,it,All,c09A_05,a45,3
g1,it,All,c09A_05,a45,10
g1,fr,All,c09A_15,a45,10
g2,CH,All,c09A_01,a45,248
g2,de,All,c09A_13,a45,6
g1,fr,All,c09A_14,a45,9
g1,CH,All,c09A_02,a45,295
g2,CH,10bis13,c09A_18,a45,8
All,it,10bis13,c09A_06,a45,0
g2,CH,All,c09A_03,a45,221
g2,it,All,c09A_03,a45,7
All,it,10bis13,c09A_18,a45,1
g2,fr,All,c09A_11,a45,3
All,it,6bis9,c09A_13,a45,1
g1,fr,All,c09A_07,a45,35
g2,CH,10bis13,c09A_07,a45,43
All,it,All,c09A_04,a45,1
All,CH,All,c09A_14,a45,135
g2,CH,14bis17,c09A_09,a45,76
g2,CH,All,c09A_18,a45,29
All,it,14bis17,c09A_01,a45,9
All,it,10bis13,c09A_04,a45,0
g2,it,All,c09A_04,a45,0
g2,fr,All,c09A_12,a45,1
g2,CH,All,c09A_17,a45,119
g2,de,All,c09A_18,a45,19
g2,CH,14bis17,c09A_14,a45,21
g2,fr,All,c09A_16,a45,28
All,it,10bis13,c09A_12,a45,0
g2,CH,10bis13,c09A_13,a45,3
All,CH,All,c09A_12,a45,4
All,it,All,c09A_12,a45,0
g1,CH,All,c09A_07,a45,201
All,CH,All,c09A_13,a45,25
g2,CH,14bis17,c09A_05,a45,22
All,it,10bis13,c09A_05,a45,6
g1,CH,All,c09A_13,a45,14
All,it,10bis13,c09A_13,a45,1
All,it,6bis9,c09A_17,a45,5
g1,CH,All,c09A_10,a45,188
g1,fr,All,c09A_17,a45,28
g2,fr,All,c09A_17,a45,18
All,it,All,c09A_11,a45,2
All,it,All,c09A_16,a45,10
g2,CH,10bis13,c09A_12,a45,0
g2,fr,All,c09A_14,a45,14
g2,fr,All,c09A_06,a45,0
g1,it,All,c09A_02,a45,15
g1,CH,All,c09A_09,a45,329
g1,fr,All,c09A_12,a45,0
g2,fr,All,c09A_07,a45,31
All,it,All,c09A_14,a45,4
g2,fr,All,c09A_15,a45,5
All,it,10bis13,c09A_10,a45,5
g2,CH,10bis13,c09A_14,a45,17
g2,CH,14bis17,c09A_04,a45,19
g1,fr,All,c09A_09,a45,67
All,it,All,c09A_15,a45,6
g1,CH,All,c09A_08,a45,279
g2,de,All,c09A_15,a45,57
All,it,10bis13,c09A_11,a45,2
All,CH,All,c09A_06,a45,22
g2,de,All,c09A_17,a45,96
All,it,All,c09A_13,a45,2
g2,CH,All,c09A_02,a45,250
All,it,6bis9,c09A_18,a45,2
g2,CH,10bis13,c09A_15,a45,6
All,it,10bis13,c09A_09,a45,13
g2,fr,All,c09A_08,a45,49
g1,CH,All,c09A_12,a45,2
All,it,All,c09A_09,a45,26
All,it,10bis13,c09A_15,a45,3
g2,CH,10bis13,c09A_16,a45,45
g2,fr,All,c09A_04,a45,12
All,it,All,c09A_18,a45,4
g2,CH,14bis17,c09A_07,a45,36
g2,CH,14bis17,c09A_12,a45,1
g2,CH,10bis13,c09A_10,a45,57
All,CH,All,c09A_07,a45,336
All,it,6bis9,c09A_15,a45,2
g2,fr,All,c09A_09,a45,62
g2,CH,14bis17,c09A_13,a45,6
All,it,All,c09A_08,a45,30
All,CH,All,c09A_11,a45,21
g2,it,All,c09A_01,a45,12
All,it,10bis13,c09A_03,a45,4
All,it,10bis13,c09A_16,a45,4
All,it,10bis13,c09A_08,a45,8
g2,de,All,c09A_14,a45,58
g2,fr,All,c09A_05,a45,10
g1,it,All,c09A_01,a45,18
g1,fr,All,c09A_08,a45,60
All,it,10bis13,c09A_02,a45,11
g1,fr,All,c09A_16,a45,38
g2,CH,14bis17,c09A_03,a45,60
g2,fr,All,c09A_13,a45,4
g1,CH,All,c09A_18,a45,26
All,it,All,c09A_17,a45,12
All,it,6bis9,c09A_16,a45,2
g2,CH,14bis17,c09A_06,a45,3
All,it,10bis13,c09A_14,a45,0
g1,CH,All,c09A_11,a45,10
g2,CH,10bis13,c09A_11,a45,3
All,it,All,c09A_10,a45,11
g1,it,All,c09A_03,a45,7
g1,fr,All,c09A_13,a45,2
g1,CH,All,c09A_06,a45,16
g2,fr,All,c09A_18,a45,9
All,it,10bis13,c09A_07,a45,7
g2,it,All,c09A_15,a45,3
g2,CH,14bis17,c09A_16,a45,56
All,CH,All,c09A_04,a45,318
All,CH,14bis17,c09A_14,a45,40
g1,de,All,c09A_05,a45,106
g1,it,All,c09A_15,a45,3
g1,CH,14bis17,c09A_13,a45,7
g1,CH,10bis13,c09A_01,a45,123
All,CH,14bis17,c09A_15,a45,75
All,CH,6bis9,c09A_15,a45,35
g2,CH,6bis9,c09A_02,a45,69
g1,de,All,c09A_14,a45,50
All,CH,14bis17,c09A_16,a45,107
g2,CH,All,c09A_13,a45,11
g1,CH,6bis9,c09A_18,a45,12
g1,CH,14bis17,c09A_14,a45,19
g2,de,All,c09A_06,a45,6
All,CH,6bis9,c09A_16,a45,136
g1,CH,10bis13,c09A_02,a45,108
g1,CH,14bis17,c09A_12,a45,2
All,CH,14bis17,c09A_13,a45,13
All,CH,6bis9,c09A_17,a45,116
g1,CH,10bis13,c09A_03,a45,88
All,CH,14bis17,c09A_12,a45,3
g1,CH,14bis17,c09A_11,a45,4
All,CH,All,c09A_18,a45,55
g1,de,All,c09A_13,a45,11
All,CH,14bis17,c09A_11,a45,7
g2,CH,All,c09A_09,a45,261
All,CH,6bis9,c09A_18,a45,23
g1,CH,10bis13,c09A_04,a45,80
g2,de,All,c09A_05,a45,101
g1,it,All,c09A_16,a45,8
g1,CH,14bis17,c09A_10,a45,49
All,CH,6bis9,c09A_14,a45,67
All,CH,14bis17,c09A_17,a45,85
g1,CH,14bis17,c09A_15,a45,39
g2,de,All,c09A_07,a45,99
g1,CH,6bis9,c09A_11,a45,2
g1,de,All,c09A_03,a45,178
All,CH,6bis9,c09A_09,a45,205
All,de,All,c09A_06,a45,21
g2,CH,6bis9,c09A_01,a45,94
All,CH,All,c09A_17,a45,306
g1,CH,6bis9,c09A_12,a45,0
g1,de,All,c09A_16,a45,133
All,de,All,c09A_05,a45,207
All,CH,6bis9,c09A_10,a45,127
g1,CH,14bis17,c09A_18,a45,6
g1,CH,6bis9,c09A_13,a45,4
All,de,All,c09A_04,a45,293
All,CH,6bis9,c09A_11,a45,7
All,de,All,c09A_03,a45,364
g1,CH,6bis9,c09A_17,a45,58
g1,CH,6bis9,c09A_14,a45,31
All,CH,6bis9,c09A_12,a45,1
g1,CH,14bis17,c09A_17,a45,62
All,de,All,c09A_02,a45,436
g1,CH,6bis9,c09A_15,a45,12
g1,de,All,c09A_04,a45,167
All,de,All,c09A_01,a45,440
g2,CH,All,c09A_08,a45,229
g1,CH,14bis17,c09A_16,a45,51
g1,de,All,c09A_15,a45,69
g1,it,All,c09A_14,a45,2
g1,CH,6bis9,c09A_16,a45,75
All,CH,6bis9,c09A_13,a45,6
All,CH,14bis17,c09A_18,a45,16
All,CH,14bis17,c09A_10,a45,72
g1,CH,10bis13,c09A_05,a45,45
All,CH,10bis13,c09A_01,a45,207
g1,CH,10bis13,c09A_15,a45,31
g1,CH,10bis13,c09A_12,a45,0
All,CH,10bis13,c09A_07,a45,118
All,CH,14bis17,c09A_01,a45,161
g1,de,All,c09A_10,a45,162
g1,CH,14bis17,c09A_04,a45,43
g1,CH,10bis13,c09A_13,a45,3
All,CH,10bis13,c09A_08,a45,176
All,CH,10bis13,c09A_18,a45,16
g2,de,All,c09A_01,a45,195
g1,CH,10bis13,c09A_14,a45,11
g1,CH,14bis17,c09A_03,a45,64
All,CH,10bis13,c09A_17,a45,105
All,CH,10bis13,c09A_09,a45,210
g1,de,All,c09A_08,a45,203
All,CH,10bis13,c09A_16,a45,98
All,CH,10bis13,c09A_06,a45,4
All,CH,10bis13,c09A_10,a45,135
