Geschlecht,Sprachregion,Altersgruppe,Frage,Antwort,Anzahl
g2,fr,6bis9,c09B_10,a77,0
g2,de,14bis17,c09B_01,a77,160
g2,de,All,c09B_05,a77,3
g1,fr,All,c09B_02,a77,4
g2,fr,6bis9,c09B_11,a77,0
g1,fr,All,c09B_01,a77,171
g2,fr,10bis13,c09B_09,a77,0
g1,de,All,c09B_12,a77,0
g2,de,All,c09B_06,a77,11
g2,fr,6bis9,c09B_12,a77,0
g1,de,All,c09B_11,a77,0
g2,de,All,c09B_07,a77,4
g2,fr,14bis17,c09B_03,a77,0
g1,fr,All,c09B_08,a77,0
g2,fr,6bis9,c09B_07,a77,0
g1,fr,All,c09B_09,a77,0
g2,fr,10bis13,c09B_11,a77,0
g2,fr,6bis9,c09B_01,a77,49
g1,it,All,c09B_07,a77,0
g2,fr,10bis13,c09B_12,a77,0
g1,it,All,c09B_06,a77,1
g2,fr,6bis9,c09B_02,a77,0
g1,it,All,c09B_09,a77,0
g1,it,All,c09B_05,a77,0
g2,fr,14bis17,c09B_01,a77,44
g2,fr,6bis9,c09B_03,a77,0
g1,it,All,c09B_04,a77,1
g1,it,All,c09B_10,a77,0
g1,it,All,c09B_03,a77,0
g1,it,All,c09B_11,a77,0
g1,it,All,c09B_02,a77,0
g2,fr,6bis9,c09B_04,a77,0
g1,it,All,c09B_01,a77,46
g1,it,All,c09B_12,a77,0
g1,fr,All,c09B_12,a77,1
g2,fr,6bis9,c09B_05,a77,0
g2,de,All,c09B_01,a77,586
g1,fr,All,c09B_11,a77,0
g2,fr,6bis9,c09B_06,a77,0
g1,fr,All,c09B_10,a77,0
g1,de,All,c09B_10,a77,0
g1,de,All,c09B_09,a77,0
g2,de,10bis13,c09B_02,a77,0
g2,CH,14bis17,c09B_04,a77,5
g2,fr,All,c09B_02,a77,0
g2,de,14bis17,c09B_08,a77,1
g2,CH,14bis17,c09B_08,a77,1
g2,de,14bis17,c09B_09,a77,0
g2,CH,14bis17,c09B_07,a77,3
g2,fr,All,c09B_03,a77,0
g2,CH,14bis17,c09B_06,a77,5
g2,CH,14bis17,c09B_05,a77,1
g2,de,14bis17,c09B_10,a77,0
g2,fr,All,c09B_04,a77,1
g2,fr,10bis13,c09B_06,a77,0
g2,CH,14bis17,c09B_03,a77,0
g2,de,All,c09B_08,a77,1
g2,fr,All,c09B_05,a77,0
g2,CH,14bis17,c09B_02,a77,1
g2,de,14bis17,c09B_12,a77,0
g2,CH,14bis17,c09B_01,a77,220
g2,fr,All,c09B_06,a77,0
g2,CH,10bis13,c09B_12,a77,0
g2,fr,14bis17,c09B_06,a77,0
g2,de,10bis13,c09B_01,a77,203
g2,fr,10bis13,c09B_05,a77,0
g2,fr,All,c09B_07,a77,0
g2,CH,10bis13,c09B_11,a77,0
g2,CH,14bis17,c09B_09,a77,0
g2,fr,14bis17,c09B_05,a77,0
g2,CH,14bis17,c09B_10,a77,0
g2,de,14bis17,c09B_07,a77,3
g1,de,All,c09B_08,a77,0
g2,de,14bis17,c09B_02,a77,1
g1,de,All,c09B_07,a77,1
g2,de,All,c09B_09,a77,0
g1,de,All,c09B_06,a77,4
g2,de,14bis17,c09B_03,a77,0
g2,fr,10bis13,c09B_08,a77,0
g1,de,All,c09B_05,a77,6
g2,de,14bis17,c09B_04,a77,3
g1,de,All,c09B_04,a77,5
g2,de,All,c09B_10,a77,0
g2,fr,14bis17,c09B_04,a77,1
g1,de,All,c09B_03,a77,0
g2,de,14bis17,c09B_05,a77,1
g2,de,All,c09B_11,a77,0
g1,de,All,c09B_02,a77,11
g1,de,All,c09B_01,a77,635
g2,de,14bis17,c09B_06,a77,5
g2,CH,14bis17,c09B_12,a77,0
g2,de,All,c09B_12,a77,0
g2,fr,10bis13,c09B_07,a77,0
g2,fr,All,c09B_01,a77,140
g2,CH,14bis17,c09B_11,a77,0
g1,CH,10bis13,c09B_11,a77,0
g1,de,10bis13,c09B_12,a77,0
g1,CH,10bis13,c09B_10,a77,0
g1,fr,6bis9,c09B_03,a77,0
g1,fr,6bis9,c09B_05,a77,0
All,de,6bis9,c09B_09,a77,0
All,de,6bis9,c09B_10,a77,0
g1,fr,6bis9,c09B_04,a77,0
All,de,6bis9,c09B_11,a77,0
All,de,6bis9,c09B_12,a77,0
All,de,10bis13,c09B_01,a77,432
All,de,10bis13,c09B_06,a77,4
All,de,10bis13,c09B_02,a77,6
g1,fr,6bis9,c09B_02,a77,2
All,de,10bis13,c09B_03,a77,0
g1,fr,6bis9,c09B_01,a77,64
All,de,10bis13,c09B_04,a77,5
All,de,10bis13,c09B_05,a77,4
All,de,6bis9,c09B_08,a77,0
All,de,6bis9,c09B_07,a77,0
g1,fr,6bis9,c09B_06,a77,0
All,de,6bis9,c09B_06,a77,5
g1,fr,6bis9,c09B_07,a77,0
All,de,6bis9,c09B_05,a77,4
All,de,6bis9,c09B_04,a77,1
g1,fr,6bis9,c09B_08,a77,0
All,de,6bis9,c09B_03,a77,0
All,de,6bis9,c09B_02,a77,3
g1,fr,6bis9,c09B_09,a77,0
All,de,6bis9,c09B_01,a77,460
g1,it,6bis9,c09B_12,a77,0
g1,fr,6bis9,c09B_10,a77,0
g1,it,6bis9,c09B_11,a77,0
g1,it,6bis9,c09B_10,a77,0
g1,fr,6bis9,c09B_11,a77,0
g1,fr,10bis13,c09B_12,a77,0
All,de,10bis13,c09B_07,a77,1
g2,de,6bis9,c09B_10,a77,0
All,de,14bis17,c09B_11,a77,0
All,de,14bis17,c09B_07,a77,4
All,de,14bis17,c09B_08,a77,1
g1,fr,10bis13,c09B_04,a77,0
All,de,14bis17,c09B_09,a77,0
g1,fr,10bis13,c09B_03,a77,0
All,de,14bis17,c09B_10,a77,0
All,de,14bis17,c09B_12,a77,0
g1,fr,10bis13,c09B_11,a77,0
g1,fr,10bis13,c09B_02,a77,2
All,fr,6bis9,c09B_01,a77,113
g1,fr,10bis13,c09B_01,a77,57
All,fr,6bis9,c09B_02,a77,2
All,fr,6bis9,c09B_03,a77,0
g1,fr,14bis17,c09B_12,a77,1
g1,fr,10bis13,c09B_05,a77,0
All,de,14bis17,c09B_06,a77,6
All,de,14bis17,c09B_05,a77,1
g1,fr,10bis13,c09B_06,a77,0
All,de,14bis17,c09B_04,a77,6
g1,fr,10bis13,c09B_07,a77,0
All,de,14bis17,c09B_03,a77,0
All,de,14bis17,c09B_02,a77,5
All,de,14bis17,c09B_01,a77,329
g1,fr,10bis13,c09B_08,a77,0
All,de,10bis13,c09B_12,a77,0
g1,fr,10bis13,c09B_09,a77,0
All,de,10bis13,c09B_11,a77,0
All,de,10bis13,c09B_10,a77,0
g1,fr,10bis13,c09B_10,a77,0
All,de,10bis13,c09B_09,a77,0
All,de,10bis13,c09B_08,a77,0
g1,it,6bis9,c09B_09,a77,0
g1,fr,6bis9,c09B_12,a77,0
g1,it,6bis9,c09B_08,a77,0
g1,it,14bis17,c09B_04,a77,0
g1,de,6bis9,c09B_12,a77,0
g1,it,14bis17,c09B_01,a77,12
g1,de,10bis13,c09B_05,a77,2
g1,it,14bis17,c09B_02,a77,0
g1,de,10bis13,c09B_04,a77,1
g1,it,14bis17,c09B_03,a77,0
g1,de,10bis13,c09B_03,a77,0
g1,it,6bis9,c09B_07,a77,0
g1,it,14bis17,c09B_05,a77,0
g1,it,14bis17,c09B_06,a77,0
g1,de,10bis13,c09B_02,a77,6
g1,it,14bis17,c09B_07,a77,0
g1,it,14bis17,c09B_08,a77,0
g1,de,10bis13,c09B_01,a77,229
g1,de,10bis13,c09B_06,a77,0
g1,de,6bis9,c09B_11,a77,0
g1,de,6bis9,c09B_10,a77,0
g1,de,10bis13,c09B_07,a77,0
g1,de,6bis9,c09B_09,a77,0
g1,de,6bis9,c09B_08,a77,0
g1,de,10bis13,c09B_08,a77,0
g1,de,6bis9,c09B_07,a77,0
g1,de,6bis9,c09B_06,a77,3
g1,de,10bis13,c09B_09,a77,0
g1,de,6bis9,c09B_05,a77,4
g1,de,10bis13,c09B_10,a77,0
g1,de,6bis9,c09B_04,a77,1
g1,de,6bis9,c09B_03,a77,0
g1,de,10bis13,c09B_11,a77,0
g1,de,6bis9,c09B_02,a77,1
g1,de,6bis9,c09B_01,a77,237
g1,it,14bis17,c09B_09,a77,0
g1,it,14bis17,c09B_10,a77,0
g1,de,14bis17,c09B_12,a77,0
g1,it,10bis13,c09B_09,a77,0
g1,de,14bis17,c09B_01,a77,169
g1,it,6bis9,c09B_06,a77,1
g1,it,6bis9,c09B_05,a77,0
g1,de,14bis17,c09B_02,a77,4
g1,it,6bis9,c09B_04,a77,1
g1,it,6bis9,c09B_03,a77,0
g1,de,14bis17,c09B_03,a77,0
g1,it,6bis9,c09B_02,a77,0
g1,it,6bis9,c09B_01,a77,17
g1,de,14bis17,c09B_04,a77,3
g1,it,10bis13,c09B_12,a77,0
g1,de,14bis17,c09B_05,a77,0
g1,it,10bis13,c09B_11,a77,0
g1,it,10bis13,c09B_10,a77,0
g1,de,14bis17,c09B_06,a77,1
g1,it,14bis17,c09B_11,a77,0
g1,it,10bis13,c09B_08,a77,0
g1,de,14bis17,c09B_07,a77,1
g1,it,10bis13,c09B_07,a77,0
g1,it,10bis13,c09B_06,a77,0
g1,de,14bis17,c09B_08,a77,0
g1,it,10bis13,c09B_05,a77,0
g1,it,10bis13,c09B_04,a77,0
g1,de,14bis17,c09B_09,a77,0
g1,it,10bis13,c09B_03,a77,0
g1,de,14bis17,c09B_10,a77,0
g1,it,10bis13,c09B_02,a77,0
g1,it,10bis13,c09B_01,a77,17
g1,it,14bis17,c09B_12,a77,0
g1,de,14bis17,c09B_11,a77,0
All,fr,6bis9,c09B_04,a77,0
All,fr,6bis9,c09B_05,a77,0
g1,fr,14bis17,c09B_11,a77,0
g2,it,10bis13,c09B_01,a77,12
g2,it,10bis13,c09B_03,a77,0
All,it,14bis17,c09B_03,a77,0
All,it,14bis17,c09B_04,a77,1
g2,it,10bis13,c09B_02,a77,0
All,it,14bis17,c09B_05,a77,0
All,it,14bis17,c09B_06,a77,0
All,it,14bis17,c09B_07,a77,0
g2,it,10bis13,c09B_10,a77,0
All,it,14bis17,c09B_08,a77,0
g2,it,14bis17,c09B_12,a77,0
All,it,14bis17,c09B_09,a77,0
g2,it,14bis17,c09B_11,a77,0
All,it,14bis17,c09B_10,a77,0
All,it,14bis17,c09B_11,a77,0
All,it,14bis17,c09B_02,a77,0
All,it,14bis17,c09B_01,a77,28
g2,it,10bis13,c09B_04,a77,0
All,it,10bis13,c09B_12,a77,0
g2,it,10bis13,c09B_05,a77,0
All,it,10bis13,c09B_11,a77,0
All,it,10bis13,c09B_10,a77,0
g2,it,10bis13,c09B_06,a77,0
All,it,10bis13,c09B_09,a77,0
All,it,10bis13,c09B_08,a77,0
g2,it,10bis13,c09B_07,a77,0
All,it,10bis13,c09B_07,a77,0
All,it,10bis13,c09B_06,a77,0
g2,it,10bis13,c09B_08,a77,0
All,it,10bis13,c09B_05,a77,0
All,it,10bis13,c09B_04,a77,0
g2,it,10bis13,c09B_09,a77,0
g2,it,14bis17,c09B_10,a77,0
All,it,14bis17,c09B_12,a77,0
g1,CH,6bis9,c09B_01,a77,318
g1,CH,6bis9,c09B_12,a77,0
g1,CH,10bis13,c09B_09,a77,0
g1,CH,10bis13,c09B_08,a77,0
g2,de,6bis9,c09B_11,a77,0
g1,CH,10bis13,c09B_07,a77,0
g2,de,6bis9,c09B_12,a77,0
g1,CH,10bis13,c09B_06,a77,0
g1,CH,10bis13,c09B_05,a77,2
g1,CH,10bis13,c09B_04,a77,1
g2,it,14bis17,c09B_01,a77,16
g1,CH,10bis13,c09B_03,a77,0
g2,it,14bis17,c09B_02,a77,0
g1,CH,10bis13,c09B_02,a77,8
g1,CH,10bis13,c09B_01,a77,303
g2,it,14bis17,c09B_03,a77,0
g1,CH,6bis9,c09B_11,a77,0
g2,it,14bis17,c09B_09,a77,0
g2,it,14bis17,c09B_04,a77,1
g1,CH,6bis9,c09B_10,a77,0
g2,it,14bis17,c09B_05,a77,0
g1,CH,6bis9,c09B_09,a77,0
g1,CH,6bis9,c09B_08,a77,0
g1,CH,6bis9,c09B_07,a77,0
g2,it,14bis17,c09B_06,a77,0
g1,CH,6bis9,c09B_06,a77,4
g2,it,14bis17,c09B_07,a77,0
g1,CH,6bis9,c09B_05,a77,4
g1,CH,6bis9,c09B_04,a77,2
g2,it,14bis17,c09B_08,a77,0
g1,CH,6bis9,c09B_03,a77,0
g1,CH,6bis9,c09B_02,a77,3
All,it,10bis13,c09B_03,a77,0
All,it,10bis13,c09B_02,a77,0
All,fr,6bis9,c09B_06,a77,0
All,fr,10bis13,c09B_10,a77,0
All,fr,10bis13,c09B_06,a77,0
All,fr,10bis13,c09B_07,a77,0
g1,fr,14bis17,c09B_03,a77,0
All,fr,10bis13,c09B_08,a77,0
g1,fr,14bis17,c09B_02,a77,0
All,fr,10bis13,c09B_09,a77,0
g1,fr,14bis17,c09B_01,a77,50
All,it,10bis13,c09B_01,a77,29
All,fr,10bis13,c09B_11,a77,0
All,fr,10bis13,c09B_12,a77,0
g2,it,6bis9,c09B_12,a77,0
All,fr,14bis17,c09B_01,a77,94
All,fr,14bis17,c09B_02,a77,0
g2,it,6bis9,c09B_11,a77,0
All,fr,10bis13,c09B_05,a77,0
g1,fr,14bis17,c09B_05,a77,0
All,fr,10bis13,c09B_04,a77,0
All,fr,10bis13,c09B_03,a77,0
g1,fr,14bis17,c09B_06,a77,0
All,fr,10bis13,c09B_02,a77,2
All,fr,10bis13,c09B_01,a77,104
g1,fr,14bis17,c09B_07,a77,0
All,fr,6bis9,c09B_12,a77,0
All,fr,6bis9,c09B_11,a77,0
g1,fr,14bis17,c09B_08,a77,0
All,fr,6bis9,c09B_10,a77,0
g1,fr,14bis17,c09B_09,a77,0
All,fr,6bis9,c09B_09,a77,0
All,fr,6bis9,c09B_08,a77,0
g1,fr,14bis17,c09B_10,a77,0
All,fr,6bis9,c09B_07,a77,0
All,fr,14bis17,c09B_03,a77,0
All,fr,14bis17,c09B_04,a77,2
g2,it,6bis9,c09B_10,a77,0
All,it,6bis9,c09B_03,a77,0
g2,it,10bis13,c09B_11,a77,0
All,it,6bis9,c09B_12,a77,0
All,it,6bis9,c09B_11,a77,0
g2,it,10bis13,c09B_12,a77,0
All,it,6bis9,c09B_10,a77,0
All,it,6bis9,c09B_09,a77,0
g2,it,6bis9,c09B_01,a77,11
All,it,6bis9,c09B_08,a77,0
All,it,6bis9,c09B_07,a77,0
g2,it,6bis9,c09B_02,a77,0
All,it,6bis9,c09B_06,a77,1
g2,it,6bis9,c09B_03,a77,0
All,it,6bis9,c09B_05,a77,0
All,it,6bis9,c09B_04,a77,1
g2,it,6bis9,c09B_04,a77,0
All,fr,14bis17,c09B_05,a77,0
All,it,6bis9,c09B_02,a77,0
g2,it,6bis9,c09B_05,a77,0
All,it,6bis9,c09B_01,a77,28
All,fr,14bis17,c09B_12,a77,1
g2,it,6bis9,c09B_06,a77,0
All,fr,14bis17,c09B_11,a77,0
All,fr,14bis17,c09B_10,a77,0
g2,it,6bis9,c09B_07,a77,0
All,fr,14bis17,c09B_09,a77,0
g2,it,6bis9,c09B_08,a77,0
All,fr,14bis17,c09B_08,a77,0
All,fr,14bis17,c09B_07,a77,0
All,fr,14bis17,c09B_06,a77,0
g2,it,6bis9,c09B_09,a77,0
All,CH,6bis9,c09B_01,a77,601
g1,fr,14bis17,c09B_04,a77,1
All,CH,10bis13,c09B_02,a77,8
All,CH,All,c09B_08,a77,1
All,CH,10bis13,c09B_08,a77,0
g2,CH,All,c09B_01,a77,765
g1,CH,All,c09B_02,a77,15
All,CH,14bis17,c09B_12,a77,1
All,CH,6bis9,c09B_08,a77,0
g2,CH,All,c09B_09,a77,0
All,CH,14bis17,c09B_04,a77,9
All,CH,All,c09B_10,a77,0
All,CH,14bis17,c09B_08,a77,1
g2,CH,All,c09B_07,a77,4
All,CH,10bis13,c09B_07,a77,1
All,CH,6bis9,c09B_09,a77,0
All,de,All,c09B_07,a77,5
g1,CH,All,c09B_03,a77,0
g1,CH,All,c09B_12,a77,1
All,CH,All,c09B_09,a77,0
All,fr,All,c09B_03,a77,0
All,it,All,c09B_06,a77,1
All,fr,All,c09B_02,a77,4
All,fr,All,c09B_10,a77,0
All,CH,6bis9,c09B_07,a77,0
All,de,All,c09B_08,a77,1
All,CH,6bis9,c09B_05,a77,4
All,it,All,c09B_09,a77,0
All,it,All,c09B_12,a77,0
g2,CH,All,c09B_03,a77,0
All,CH,All,c09B_04,a77,16
All,de,All,c09B_09,a77,0
All,fr,All,c09B_01,a77,311
All,CH,All,c09B_12,a77,1
All,CH,14bis17,c09B_11,a77,0
All,CH,14bis17,c09B_01,a77,451
All,CH,14bis17,c09B_06,a77,6
All,CH,6bis9,c09B_06,a77,6
All,CH,All,c09B_11,a77,0
All,CH,10bis13,c09B_09,a77,0
All,CH,All,c09B_01,a77,1617
g1,CH,All,c09B_01,a77,852
g2,CH,All,c09B_02,a77,3
All,de,All,c09B_01,a77,1221
All,fr,All,c09B_09,a77,0
All,fr,All,c09B_11,a77,0
All,fr,All,c09B_07,a77,0
All,de,All,c09B_05,a77,9
All,fr,All,c09B_05,a77,0
g1,CH,All,c09B_09,a77,0
All,CH,10bis13,c09B_01,a77,565
All,CH,10bis13,c09B_04,a77,5
All,CH,14bis17,c09B_07,a77,4
g2,CH,All,c09B_11,a77,0
g1,CH,All,c09B_06,a77,5
All,CH,14bis17,c09B_03,a77,0
All,CH,6bis9,c09B_10,a77,0
All,de,All,c09B_03,a77,0
All,it,All,c09B_07,a77,0
g1,CH,All,c09B_08,a77,0
All,de,All,c09B_04,a77,12
All,CH,10bis13,c09B_03,a77,0
g1,CH,All,c09B_07,a77,1
All,fr,All,c09B_06,a77,0
g2,CH,All,c09B_08,a77,1
All,it,All,c09B_03,a77,0
g1,CH,All,c09B_05,a77,6
All,de,All,c09B_02,a77,14
All,CH,6bis9,c09B_12,a77,0
All,CH,10bis13,c09B_06,a77,4
g1,CH,All,c09B_11,a77,0
All,de,All,c09B_06,a77,15
All,CH,All,c09B_05,a77,9
g2,CH,All,c09B_12,a77,0
g1,CH,All,c09B_04,a77,7
g2,CH,All,c09B_10,a77,0
All,CH,6bis9,c09B_11,a77,0
All,it,All,c09B_08,a77,0
All,fr,All,c09B_04,a77,2
All,it,All,c09B_02,a77,0
All,fr,All,c09B_08,a77,0
All,CH,All,c09B_06,a77,16
g1,CH,All,c09B_10,a77,0
All,CH,14bis17,c09B_02,a77,5
All,CH,10bis13,c09B_05,a77,4
All,CH,All,c09B_03,a77,0
All,CH,All,c09B_02,a77,18
All,CH,All,c09B_07,a77,5
All,CH,14bis17,c09B_09,a77,0
All,CH,14bis17,c09B_10,a77,0
All,CH,6bis9,c09B_04,a77,2
g2,CH,All,c09B_06,a77,11
All,it,All,c09B_01,a77,85
All,it,All,c09B_11,a77,0
All,it,All,c09B_05,a77,0
All,CH,10bis13,c09B_11,a77,0
g2,CH,All,c09B_05,a77,3
All,CH,10bis13,c09B_12,a77,0
All,CH,14bis17,c09B_05,a77,1
g2,CH,All,c09B_04,a77,9
All,it,All,c09B_04,a77,2
All,CH,6bis9,c09B_03,a77,0
All,it,All,c09B_10,a77,0
All,CH,6bis9,c09B_02,a77,5
All,de,All,c09B_12,a77,0
All,de,All,c09B_11,a77,0
All,de,All,c09B_10,a77,0
All,fr,All,c09B_12,a77,1
All,CH,10bis13,c09B_10,a77,0
g1,CH,10bis13,c09B_01,a76,42
g1,de,6bis9,c09B_07,a76,4
g1,de,6bis9,c09B_03,a76,11
g2,de,6bis9,c09B_11,a76,0
g1,fr,All,c09B_02,a76,61
g1,CH,14bis17,c09B_07,a76,0
All,de,10bis13,c09B_08,a76,0
All,de,All,c09B_02,a76,459
All,it,14bis17,c09B_05,a76,2
g1,fr,6bis9,c09B_10,a76,0
g2,CH,10bis13,c09B_09,a76,0
g1,CH,All,c09B_05,a76,75
g1,it,14bis17,c09B_02,a76,6
g1,fr,All,c09B_03,a76,2
g2,de,6bis9,c09B_02,a76,75
All,CH,10bis13,c09B_05,a76,52
All,de,10bis13,c09B_09,a76,0
g1,de,6bis9,c09B_04,a76,10
g1,fr,6bis9,c09B_11,a76,0
All,it,14bis17,c09B_04,a76,2
g1,it,6bis9,c09B_11,a76,0
g1,fr,All,c09B_04,a76,7
g2,CH,6bis9,c09B_10,a76,0
g1,fr,6bis9,c09B_09,a76,0
All,fr,All,c09B_08,a76,1
All,it,All,c09B_12,a76,0
All,de,10bis13,c09B_07,a76,3
All,CH,14bis17,c09B_02,a76,136
g1,CH,10bis13,c09B_04,a76,10
All,de,10bis13,c09B_05,a76,34
All,de,6bis9,c09B_01,a76,50
g2,CH,10bis13,c09B_11,a76,0
All,CH,10bis13,c09B_06,a76,25
g1,de,All,c09B_11,a76,0
g1,it,6bis9,c09B_05,a76,2
g2,de,14bis17,c09B_08,a76,5
g2,CH,10bis13,c09B_05,a76,27
All,it,14bis17,c09B_08,a76,0
g1,de,14bis17,c09B_02,a76,70
g1,CH,All,c09B_04,a76,55
All,CH,All,c09B_06,a76,60
g1,de,All,c09B_10,a76,0
g2,de,6bis9,c09B_10,a76,0
g1,de,6bis9,c09B_02,a76,112
g1,de,14bis17,c09B_01,a76,27
g1,CH,6bis9,c09B_12,a76,0
All,it,14bis17,c09B_07,a76,0
g1,de,All,c09B_12,a76,0
g2,CH,6bis9,c09B_11,a76,0
g2,de,10bis13,c09B_03,a76,3
All,de,10bis13,c09B_06,a76,18
g2,fr,10bis13,c09B_11,a76,0
g1,it,6bis9,c09B_09,a76,0
g1,fr,6bis9,c09B_12,a76,0
g1,fr,All,c09B_01,a76,12
g1,it,6bis9,c09B_12,a76,0
All,it,All,c09B_01,a76,8
All,it,14bis17,c09B_06,a76,1
g2,CH,10bis13,c09B_10,a76,0
g1,fr,6bis9,c09B_08,a76,0
g1,fr,6bis9,c09B_07,a76,0
g2,CH,All,c09B_11,a76,0
g1,it,6bis9,c09B_10,a76,0
g2,de,10bis13,c09B_06,a76,4
g1,fr,All,c09B_11,a76,0
g1,it,14bis17,c09B_04,a76,0
All,de,14bis17,c09B_01,a76,70
g1,fr,6bis9,c09B_02,a76,22
g2,de,14bis17,c09B_07,a76,3
g1,CH,10bis13,c09B_10,a76,0
g1,fr,6bis9,c09B_01,a76,1
g1,fr,All,c09B_10,a76,0
All,it,10bis13,c09B_12,a76,0
All,it,All,c09B_10,a76,0
g1,de,6bis9,c09B_05,a76,19
g1,fr,6bis9,c09B_03,a76,1
g2,de,6bis9,c09B_12,a76,0
g2,CH,6bis9,c09B_08,a76,0
All,it,10bis13,c09B_11,a76,0
g1,it,6bis9,c09B_03,a76,0
All,it,10bis13,c09B_10,a76,0
g2,it,14bis17,c09B_01,a76,2
g2,fr,14bis17,c09B_02,a76,11
All,de,14bis17,c09B_03,a76,7
g1,it,14bis17,c09B_05,a76,1
g1,it,All,c09B_01,a76,4
g2,fr,6bis9,c09B_05,a76,3
g1,fr,10bis13,c09B_12,a76,0
g1,it,6bis9,c09B_02,a76,8
g2,CH,10bis13,c09B_07,a76,2
g1,CH,All,c09B_07,a76,5
All,CH,10bis13,c09B_03,a76,7
g2,fr,14bis17,c09B_12,a76,0
g1,fr,All,c09B_12,a76,0
All,de,14bis17,c09B_02,a76,101
All,de,All,c09B_03,a76,25
All,fr,All,c09B_07,a76,0
g1,fr,All,c09B_05,a76,24
g1,fr,All,c09B_06,a76,3
g2,fr,6bis9,c09B_04,a76,0
g1,CH,10bis13,c09B_02,a76,128
All,it,14bis17,c09B_02,a76,10
g1,fr,6bis9,c09B_06,a76,0
g2,de,10bis13,c09B_12,a76,0
All,de,10bis13,c09B_11,a76,0
g2,fr,10bis13,c09B_03,a76,1
g2,fr,10bis13,c09B_05,a76,7
g1,it,6bis9,c09B_04,a76,1
All,de,10bis13,c09B_10,a76,0
g1,CH,10bis13,c09B_09,a76,0
g1,it,14bis17,c09B_01,a76,1
All,it,14bis17,c09B_03,a76,1
All,it,All,c09B_08,a76,0
g1,CH,All,c09B_06,a76,33
g1,fr,All,c09B_07,a76,0
g1,fr,All,c09B_09,a76,0
g2,CH,6bis9,c09B_09,a76,0
All,CH,14bis17,c09B_09,a76,9
g1,fr,6bis9,c09B_04,a76,3
All,it,14bis17,c09B_01,a76,3
All,CH,All,c09B_05,a76,123
All,CH,10bis13,c09B_04,a76,29
g1,fr,All,c09B_08,a76,0
All,de,10bis13,c09B_12,a76,0
g2,de,14bis17,c09B_11,a76,0
g2,CH,10bis13,c09B_08,a76,0
All,CH,10bis13,c09B_12,a76,0
g1,it,14bis17,c09B_03,a76,0
g1,fr,6bis9,c09B_05,a76,9
g2,CH,10bis13,c09B_06,a76,8
g2,fr,6bis9,c09B_09,a76,0
All,de,10bis13,c09B_04,a76,25
All,CH,14bis17,c09B_08,a76,7
All,fr,All,c09B_09,a76,0
All,de,6bis9,c09B_08,a76,0
All,de,6bis9,c09B_09,a76,0
g1,de,10bis13,c09B_03,a76,2
g2,CH,14bis17,c09B_10,a76,0
g2,de,6bis9,c09B_06,a76,7
g1,de,6bis9,c09B_10,a76,0
g1,CH,All,c09B_01,a76,98
g1,de,10bis13,c09B_10,a76,0
g2,fr,14bis17,c09B_10,a76,0
All,CH,10bis13,c09B_09,a76,0
All,CH,All,c09B_07,a76,11
g1,CH,6bis9,c09B_09,a76,0
g2,CH,14bis17,c09B_09,a76,3
g1,CH,6bis9,c09B_05,a76,30
g1,it,6bis9,c09B_07,a76,0
g1,CH,6bis9,c09B_04,a76,14
g2,de,6bis9,c09B_07,a76,1
g1,CH,6bis9,c09B_02,a76,142
g1,CH,6bis9,c09B_03,a76,12
All,de,6bis9,c09B_11,a76,0
g1,de,14bis17,c09B_12,a76,0
g1,it,6bis9,c09B_06,a76,1
g2,fr,10bis13,c09B_04,a76,3
g2,CH,14bis17,c09B_12,a76,0
g2,fr,6bis9,c09B_01,a76,1
g1,de,10bis13,c09B_01,a76,33
g2,CH,10bis13,c09B_02,a76,96
g2,CH,14bis17,c09B_02,a76,46
All,de,6bis9,c09B_10,a76,0
All,de,6bis9,c09B_03,a76,13
g1,CH,10bis13,c09B_06,a76,17
g1,de,10bis13,c09B_02,a76,95
g2,CH,14bis17,c09B_11,a76,0
g2,CH,14bis17,c09B_03,a76,5
g1,de,10bis13,c09B_04,a76,9
g2,de,6bis9,c09B_05,a76,4
g2,CH,14bis17,c09B_04,a76,44
g1,de,10bis13,c09B_07,a76,1
g1,CH,6bis9,c09B_07,a76,4
g2,CH,14bis17,c09B_06,a76,11
All,de,6bis9,c09B_05,a76,23
g1,CH,6bis9,c09B_08,a76,0
g2,fr,10bis13,c09B_12,a76,0
All,CH,All,c09B_12,a76,0
g2,CH,10bis13,c09B_04,a76,19
g2,fr,14bis17,c09B_08,a76,1
All,CH,All,c09B_02,a76,602
g1,de,6bis9,c09B_09,a76,0
All,CH,10bis13,c09B_10,a76,0
g2,CH,14bis17,c09B_05,a76,14
All,de,6bis9,c09B_06,a76,14
g1,CH,10bis13,c09B_05,a76,25
g2,de,14bis17,c09B_10,a76,0
All,it,All,c09B_09,a76,0
All,fr,All,c09B_11,a76,0
g1,de,10bis13,c09B_09,a76,0
All,de,6bis9,c09B_04,a76,18
All,CH,14bis17,c09B_01,a76,87
g2,CH,14bis17,c09B_07,a76,3
g2,fr,14bis17,c09B_11,a76,0
g1,de,10bis13,c09B_06,a76,14
All,de,6bis9,c09B_07,a76,5
All,CH,14bis17,c09B_11,a76,0
g2,fr,6bis9,c09B_06,a76,1
g1,de,10bis13,c09B_05,a76,14
g1,CH,6bis9,c09B_06,a76,8
g2,CH,14bis17,c09B_08,a76,6
g2,CH,10bis13,c09B_03,a76,4
