Year,Category,Class of active substances,Category of use,Critical active substance,Prescription type,Species,Amount of active ingredient (kg)
2021,All animals,Penicillins,Rearing cattle,All types of active ingredients,Single treatments farm animals,All species,74.9339
2021,All animals,Penicillins,Rearing cattle,All types of active ingredients,Oral group treatments,All species,4.3141
2021,All animals,Polymyxins,Rearing cattle,All types of active ingredients,All prescription types,All species,0.0013
2021,All animals,Polymyxins,Rearing cattle,All types of active ingredients,Single treatments farm animals,All species,0.0013
2021,All animals,Penicillins,Goats,No,All prescription types,All species,13.1698
2021,All animals,Sulfonamides,Rearing cattle,All types of active ingredients,All prescription types,All species,62.0641
2021,All animals,Penicillins,Goats,No,Single treatments farm animals,All species,8.6758
2021,All animals,Sulfonamides,Rearing cattle,All types of active ingredients,Single treatments farm animals,All species,38.4841
2021,All animals,Penicillins,Goats,No,Oral group treatments,All species,4.494
2021,All animals,Sulfonamides,Rearing cattle,All types of active ingredients,Oral group treatments,All species,23.58
2021,All animals,Sulfonamides,Goats,No,All prescription types,All species,13.1539
2021,All animals,Tetracyclines,Rearing cattle,All types of active ingredients,All prescription types,All species,55.5597
2021,All animals,Tetracyclines,Rearing cattle,All types of active ingredients,Single treatments farm animals,All species,40.1554
2021,All animals,Sulfonamides,Goats,No,Single treatments farm animals,All species,4.4139
2021,All animals,Tetracyclines,Rearing cattle,All types of active ingredients,Oral group treatments,All species,15.4043
2021,All animals,All active substance classes,Equids,No,All prescription types,All species,1273.1029
2021,All animals,Sulfonamides,Goats,No,Oral group treatments,All species,8.74
2021,All animals,All active substance classes,Equids,No,Single treatments companion animals,All species,1273.1029
2021,All animals,Tetracyclines,Goats,No,All prescription types,All species,7.0402
2021,All animals,Aminoglycosides,Equids,No,All prescription types,All species,40.1502
2021,All animals,Tetracyclines,Goats,No,Single treatments farm animals,All species,4.3893
2021,All animals,Aminoglycosides,Equids,No,Single treatments companion animals,All species,40.1502
2021,All animals,Amphenicols,Equids,No,All prescription types,All species,0.2896
2021,All animals,Tetracyclines,Goats,No,Oral group treatments,All species,2.6508
2021,All animals,Amphenicols,Equids,No,Single treatments companion animals,All species,0.2896
2021,All animals,All active substance classes,Goats,Yes,All prescription types,All species,0.9653
2021,All animals,Others¹,Equids,No,All prescription types,All species,172.2553
2021,All animals,All active substance classes,Goats,Yes,Single treatments farm animals,All species,0.5333
2021,All animals,Others¹,Equids,No,Single treatments companion animals,All species,172.2553
2021,All animals,All active substance classes,Goats,Yes,Oral group treatments,All species,0.432
2021,All animals,Cephalosporins 1st/2nd generation,Equids,No,All prescription types,All species,0.0186
2021,All animals,Cephalosporins 1st/2nd generation,Equids,No,Single treatments companion animals,All species,0.0186
2021,All animals,Imidazoles,Equids,No,All prescription types,All species,6.4503
2021,All animals,Imidazoles,Equids,No,Single treatments companion animals,All species,6.4503
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Goats,Yes,All prescription types,All species,0.2607
2021,All animals,Penicillins,Equids,No,All prescription types,All species,135.0316
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Goats,Yes,Single treatments farm animals,All species,0.2607
2021,All animals,Penicillins,Equids,No,Single treatments companion animals,All species,135.0316
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,Yes,All prescription types,All species,0.6672
2021,All animals,Sulfonamides,Equids,No,All prescription types,All species,868.3832
2021,All animals,Sulfonamides,Equids,No,Single treatments companion animals,All species,868.3832
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,Yes,Single treatments farm animals,All species,0.2352
2021,All animals,Tetracyclines,Equids,No,All prescription types,All species,50.5241
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,Yes,Oral group treatments,All species,0.432
2021,All animals,All active substance classes,Goats,All types of active ingredients,All prescription types,All species,38.5211
2021,All animals,Tetracyclines,Equids,No,Single treatments companion animals,All species,50.5241
2021,All animals,All active substance classes,Equids,Yes,All prescription types,All species,3.6501
2021,All animals,All active substance classes,Goats,All types of active ingredients,Single treatments farm animals,All species,21.3243
2021,All animals,All active substance classes,Equids,Yes,Single treatments companion animals,All species,3.6501
2021,All animals,All active substance classes,Goats,All types of active ingredients,Oral group treatments,All species,17.1968
2021,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Equids,Yes,All prescription types,All species,0.1424
2021,All animals,Aminoglycosides,Goats,All types of active ingredients,All prescription types,All species,2.8257
2021,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Equids,Yes,Single treatments companion animals,All species,0.1424
2021,All animals,Aminoglycosides,Goats,All types of active ingredients,Single treatments farm animals,All species,2.8257
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Equids,Yes,All prescription types,All species,3.4952
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Equids,Yes,Single treatments companion animals,All species,3.4952
2021,All animals,Amphenicols,Goats,All types of active ingredients,All prescription types,All species,0.1683
2021,All animals,Macrolidesᵏʳⁱᵗ,Equids,Yes,All prescription types,All species,0.0125
2021,All animals,Amphenicols,Goats,All types of active ingredients,Single treatments farm animals,All species,0.1683
2021,All animals,Macrolidesᵏʳⁱᵗ,Equids,Yes,Single treatments companion animals,All species,0.0125
2021,All animals,All active substance classes,Equids,All types of active ingredients,All prescription types,All species,1276.753
2021,All animals,Others¹,Goats,All types of active ingredients,All prescription types,All species,1.1644
2021,All animals,All active substance classes,Equids,All types of active ingredients,Single treatments companion animals,All species,1276.753
2021,All animals,Others¹,Goats,All types of active ingredients,Single treatments farm animals,All species,0.2844
2021,All animals,Aminoglycosides,Equids,All types of active ingredients,All prescription types,All species,40.1502
2021,All animals,Others¹,Goats,All types of active ingredients,Oral group treatments,All species,0.88
2021,All animals,Aminoglycosides,Equids,All types of active ingredients,Single treatments companion animals,All species,40.1502
2021,All animals,Amphenicols,Equids,All types of active ingredients,All prescription types,All species,0.2896
2021,All animals,Amphenicols,Equids,All types of active ingredients,Single treatments companion animals,All species,0.2896
2021,All animals,Others¹,Equids,All types of active ingredients,All prescription types,All species,172.2553
2021,All animals,Others¹,Equids,All types of active ingredients,Single treatments companion animals,All species,172.2553
2021,All animals,Cephalosporins 1st/2nd generation,Equids,All types of active ingredients,All prescription types,All species,0.0186
2021,All animals,Cephalosporins 1st/2nd generation,Equids,All types of active ingredients,Single treatments companion animals,All species,0.0186
2021,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Equids,All types of active ingredients,All prescription types,All species,0.1424
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Goats,All types of active ingredients,All prescription types,All species,0.2607
2021,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Equids,All types of active ingredients,Single treatments companion animals,All species,0.1424
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Goats,All types of active ingredients,Single treatments farm animals,All species,0.2607
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Equids,All types of active ingredients,All prescription types,All species,3.4952
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,All types of active ingredients,All prescription types,All species,0.6672
2021,All animals,Fluoroquinolonesᵏʳⁱᵗ,Equids,All types of active ingredients,Single treatments companion animals,All species,3.4952
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,All types of active ingredients,Single treatments farm animals,All species,0.2352
2021,All animals,Imidazoles,Equids,All types of active ingredients,All prescription types,All species,6.4503
2021,All animals,Macrolidesᵏʳⁱᵗ,Goats,All types of active ingredients,Oral group treatments,All species,0.432
2021,All animals,Imidazoles,Equids,All types of active ingredients,Single treatments companion animals,All species,6.4503
2021,All animals,Penicillins,Goats,All types of active ingredients,All prescription types,All species,13.1698
2021,All animals,Macrolidesᵏʳⁱᵗ,Equids,All types of active ingredients,All prescription types,All species,0.0125
2021,All animals,Penicillins,Goats,All types of active ingredients,Single treatments farm animals,All species,8.6758
2021,All animals,Macrolidesᵏʳⁱᵗ,Equids,All types of active ingredients,Single treatments companion animals,All species,0.0125
2021,All animals,Penicillins,Goats,All types of active ingredients,Oral group treatments,All species,4.494
2021,All animals,Sulfonamides,Goats,All types of active ingredients,All prescription types,All species,13.1539
2021,All animals,Penicillins,Equids,All types of active ingredients,All prescription types,All species,135.0316
2021,All animals,Sulfonamides,Goats,All types of active ingredients,Single treatments farm animals,All species,4.4139
2021,All animals,Penicillins,Equids,All types of active ingredients,Single treatments companion animals,All species,135.0316
