Month,Species,Category,Prescription type,Monthly prescriptions
01.2024,Camelids,All animals,Single treatments farm animals,67
01.2024,Game animals,All animals,Single treatments farm animals,2
01.2024,Rabbits,Farm animals,Single treatments farm animals,5
01.2024,Pigs,All animals,Single treatments farm animals,390
01.2024,Camelids,Farm animals,Single treatments farm animals,67
01.2024,Cattle,Farm animals,Single treatments farm animals,57335
01.2024,Goats,Farm animals,Single treatments farm animals,760
01.2024,Pigs,Farm animals,Single treatments farm animals,390
01.2024,All species,All animals,Single treatments farm animals,60023
01.2024,Sheep,Farm animals,Single treatments farm animals,1459
01.2024,Fish,All animals,Single treatments farm animals,1
01.2024,Poultry,All animals,Single treatments farm animals,4
01.2024,Fish,Farm animals,Single treatments farm animals,1
01.2024,Cattle,All animals,Single treatments farm animals,57335
01.2024,Poultry,Farm animals,Single treatments farm animals,4
01.2024,Goats,Farm animals,Oral group treatments,4
01.2024,Pigs,All animals,Oral group treatments,115
01.2024,Cattle,All animals,Oral group treatments,692
01.2024,Fish,All animals,Oral group treatments,5
01.2024,Poultry,All animals,Oral group treatments,59
01.2024,All species,All animals,Oral group treatments,875
01.2024,Fish,Farm animals,Oral group treatments,5
01.2024,Goats,All animals,Oral group treatments,4
01.2024,Poultry,Farm animals,Oral group treatments,59
01.2024,Cattle,Farm animals,Oral group treatments,692
01.2024,All species,Farm animals,Oral group treatments,875
01.2024,Pigs,Farm animals,Oral group treatments,115
02.2024,Camelids,All animals,Dispensing on stock,3
02.2024,All species,Farm animals,Dispensing on stock,12442
02.2024,Cattle,Farm animals,Dispensing on stock,10603
02.2024,Sheep,Farm animals,Dispensing on stock,325
02.2024,Cattle,All animals,Dispensing on stock,10603
02.2024,Goats,Farm animals,Dispensing on stock,122
02.2024,Poultry,Farm animals,Dispensing on stock,5
02.2024,Sheep,All animals,Dispensing on stock,325
02.2024,Pigs,Farm animals,Dispensing on stock,1380
02.2024,Camelids,Farm animals,Dispensing on stock,3
02.2024,All species,All animals,Dispensing on stock,12442
02.2024,Rabbits,Farm animals,Dispensing on stock,4
02.2024,Poultry,All animals,Dispensing on stock,5
02.2024,Pigs,All animals,Dispensing on stock,1380
02.2024,Rabbits,All animals,Dispensing on stock,4
02.2024,Goats,All animals,Dispensing on stock,122
02.2024,Pigs,Farm animals,All prescription types,1814
02.2024,All species,All animals,All prescription types,116291
02.2024,Equids,Pets,All prescription types,1524
02.2024,Goats,Farm animals,All prescription types,1190
02.2024,Sheep,Farm animals,All prescription types,2228
02.2024,Fish,All animals,All prescription types,6
02.2024,All species,Pets,All prescription types,45984
02.2024,Animal species nZO,Pets,All prescription types,2487
02.2024,Dogs,Pets,All prescription types,17534
02.2024,Equids,All animals,All prescription types,1524
02.2024,Cats,Pets,All prescription types,24439
02.2024,Poultry,All animals,All prescription types,87
02.2024,Pigs,All animals,All prescription types,1814
02.2024,Rabbits,All animals,All prescription types,8
02.2024,Cattle,Farm animals,All prescription types,64905
02.2024,Cats,All animals,All prescription types,24439
02.2024,Rabbits,Farm animals,All prescription types,8
02.2024,Dogs,All animals,All prescription types,17534
02.2024,Animal species nZO,All animals,All prescription types,2487
02.2024,Goats,All animals,All prescription types,1190
02.2024,Game animals,All animals,All prescription types,1
02.2024,Camelids,Farm animals,All prescription types,68
02.2024,Game animals,Farm animals,All prescription types,1
02.2024,Cattle,All animals,All prescription types,64905
02.2024,Sheep,All animals,All prescription types,2228
02.2024,Poultry,Farm animals,All prescription types,87
02.2024,Fish,Farm animals,All prescription types,6
02.2024,All species,Farm animals,All prescription types,70307
02.2024,Camelids,All animals,All prescription types,68
02.2024,Dogs,Pets,Single treatments companion animals,17534
02.2024,All species,Pets,Single treatments companion animals,45984
02.2024,Equids,Pets,Single treatments companion animals,1524
02.2024,Animal species nZO,Pets,Single treatments companion animals,2487
02.2024,All species,All animals,Single treatments companion animals,45984
02.2024,Dogs,All animals,Single treatments companion animals,17534
02.2024,Animal species nZO,All animals,Single treatments companion animals,2487
02.2024,Cats,All animals,Single treatments companion animals,24439
02.2024,Cats,Pets,Single treatments companion animals,24439
02.2024,Equids,All animals,Single treatments companion animals,1524
02.2024,Rabbits,All animals,Single treatments farm animals,4
02.2024,Poultry,Farm animals,Single treatments farm animals,2
02.2024,Cattle,All animals,Single treatments farm animals,53733
02.2024,Game animals,Farm animals,Single treatments farm animals,1
02.2024,All species,Farm animals,Single treatments farm animals,57122
02.2024,Camelids,All animals,Single treatments farm animals,65
02.2024,Game animals,All animals,Single treatments farm animals,1
02.2024,Camelids,Farm animals,Single treatments farm animals,65
02.2024,Rabbits,Farm animals,Single treatments farm animals,4
02.2024,Cattle,Farm animals,Single treatments farm animals,53733
02.2024,Pigs,All animals,Single treatments farm animals,350
02.2024,Poultry,All animals,Single treatments farm animals,2
02.2024,Sheep,Farm animals,Single treatments farm animals,1900
02.2024,All species,All animals,Single treatments farm animals,57122
02.2024,Goats,Farm animals,Single treatments farm animals,1067
02.2024,Pigs,Farm animals,Single treatments farm animals,350
02.2024,Goats,All animals,Single treatments farm animals,1067
02.2024,Sheep,All animals,Single treatments farm animals,1900
02.2024,Fish,All animals,Oral group treatments,6
02.2024,Sheep,Farm animals,Oral group treatments,3
02.2024,Goats,All animals,Oral group treatments,1
02.2024,Poultry,All animals,Oral group treatments,80
02.2024,All species,Farm animals,Oral group treatments,743
02.2024,Cattle,All animals,Oral group treatments,569
02.2024,Sheep,All animals,Oral group treatments,3
02.2024,Poultry,Farm animals,Oral group treatments,80
02.2024,Cattle,Farm animals,Oral group treatments,569
02.2024,Pigs,Farm animals,Oral group treatments,84
02.2024,All species,All animals,Oral group treatments,743
02.2024,Pigs,All animals,Oral group treatments,84
02.2024,Goats,Farm animals,Oral group treatments,1
02.2024,Fish,Farm animals,Oral group treatments,6
03.2024,Goats,Farm animals,Dispensing on stock,93
03.2024,All species,Farm animals,Dispensing on stock,12387
03.2024,Goats,All animals,Dispensing on stock,93
03.2024,Poultry,All animals,Dispensing on stock,3
03.2024,Rabbits,All animals,Dispensing on stock,8
03.2024,Cattle,Farm animals,Dispensing on stock,10449
03.2024,Sheep,Farm animals,Dispensing on stock,365
03.2024,Pigs,All animals,Dispensing on stock,1467
03.2024,Pigs,Farm animals,Dispensing on stock,1467
03.2024,Poultry,Farm animals,Dispensing on stock,3
03.2024,All species,All animals,Dispensing on stock,12387
03.2024,Camelids,All animals,Dispensing on stock,1
03.2024,Sheep,All animals,Dispensing on stock,365
03.2024,Game animals,Farm animals,Dispensing on stock,1
03.2024,Cattle,All animals,Dispensing on stock,10449
03.2024,Game animals,All animals,Dispensing on stock,1
03.2024,Camelids,Farm animals,Dispensing on stock,1
03.2024,Rabbits,Farm animals,Dispensing on stock,8
03.2024,All species,Pets,All prescription types,47290
03.2024,Animal species nZO,Pets,All prescription types,2524
03.2024,All species,All animals,All prescription types,116359
03.2024,Dogs,Pets,All prescription types,17963
03.2024,Pigs,Farm animals,All prescription types,1973
03.2024,Equids,Pets,All prescription types,1904
03.2024,Fish,All animals,All prescription types,8
03.2024,Goats,Farm animals,All prescription types,1301
03.2024,Poultry,All animals,All prescription types,64
03.2024,Sheep,Farm animals,All prescription types,2559
03.2024,Cats,Pets,All prescription types,24899
03.2024,Equids,All animals,All prescription types,1904
03.2024,Goats,All animals,All prescription types,1301
03.2024,Animal species nZO,All animals,All prescription types,2524
03.2024,Rabbits,All animals,All prescription types,17
03.2024,Cattle,Farm animals,All prescription types,63083
03.2024,Pigs,All animals,All prescription types,1973
03.2024,Rabbits,Farm animals,All prescription types,17
03.2024,Game animals,All animals,All prescription types,4
03.2024,Camelids,Farm animals,All prescription types,60
03.2024,Sheep,All animals,All prescription types,2559
03.2024,Game animals,Farm animals,All prescription types,4
03.2024,Camelids,All animals,All prescription types,60
03.2024,Cats,All animals,All prescription types,24899
03.2024,Cattle,All animals,All prescription types,63083
03.2024,Poultry,Farm animals,All prescription types,64
03.2024,Dogs,All animals,All prescription types,17963
03.2024,Fish,Farm animals,All prescription types,8
03.2024,All species,Farm animals,All prescription types,69069
03.2024,Equids,Pets,Single treatments companion animals,1904
03.2024,Dogs,Pets,Single treatments companion animals,17963
03.2024,All species,Pets,Single treatments companion animals,47290
03.2024,Cats,All animals,Single treatments companion animals,24899
03.2024,Dogs,All animals,Single treatments companion animals,17963
03.2024,Animal species nZO,All animals,Single treatments companion animals,2524
03.2024,All species,All animals,Single treatments companion animals,47290
03.2024,Animal species nZO,Pets,Single treatments companion animals,2524
03.2024,Cats,Pets,Single treatments companion animals,24899
03.2024,Equids,All animals,Single treatments companion animals,1904
03.2024,Camelids,All animals,Single treatments farm animals,59
03.2024,Poultry,Farm animals,Single treatments farm animals,3
03.2024,Game animals,Farm animals,Single treatments farm animals,3
03.2024,All species,Farm animals,Single treatments farm animals,55890
03.2024,Game animals,All animals,Single treatments farm animals,3
03.2024,Camelids,Farm animals,Single treatments farm animals,59
03.2024,Rabbits,Farm animals,Single treatments farm animals,9
03.2024,Pigs,All animals,Single treatments farm animals,390
03.2024,Rabbits,All animals,Single treatments farm animals,9
03.2024,Cattle,Farm animals,Single treatments farm animals,52027
03.2024,Goats,Farm animals,Single treatments farm animals,1207
03.2024,Pigs,Farm animals,Single treatments farm animals,390
03.2024,All species,All animals,Single treatments farm animals,55890
03.2024,Sheep,Farm animals,Single treatments farm animals,2192
03.2024,Poultry,All animals,Single treatments farm animals,3
03.2024,Goats,All animals,Single treatments farm animals,1207
03.2024,Sheep,All animals,Single treatments farm animals,2192
03.2024,Cattle,All animals,Single treatments farm animals,52027
03.2024,Fish,All animals,Oral group treatments,8
03.2024,Poultry,All animals,Oral group treatments,58
03.2024,Pigs,All animals,Oral group treatments,116
03.2024,Cattle,All animals,Oral group treatments,607
03.2024,Sheep,Farm animals,Oral group treatments,2
03.2024,All species,All animals,Oral group treatments,792
03.2024,All species,Farm animals,Oral group treatments,792
03.2024,Goats,All animals,Oral group treatments,1
03.2024,Poultry,Farm animals,Oral group treatments,58
03.2024,Sheep,All animals,Oral group treatments,2
03.2024,Cattle,Farm animals,Oral group treatments,607
03.2024,Goats,Farm animals,Oral group treatments,1
03.2024,Fish,Farm animals,Oral group treatments,8
03.2024,Pigs,Farm animals,Oral group treatments,116
04.2024,Goats,Farm animals,Dispensing on stock,87
04.2024,Camelids,All animals,Dispensing on stock,1
04.2024,All species,Farm animals,Dispensing on stock,11981
04.2024,Rabbits,All animals,Dispensing on stock,9
04.2024,Cattle,All animals,Dispensing on stock,10245
04.2024,Sheep,Farm animals,Dispensing on stock,278
04.2024,Poultry,All animals,Dispensing on stock,6
04.2024,Sheep,All animals,Dispensing on stock,278
04.2024,All species,All animals,Dispensing on stock,11981
04.2024,Pigs,Farm animals,Dispensing on stock,1355
04.2024,Poultry,Farm animals,Dispensing on stock,6
04.2024,Pigs,All animals,Dispensing on stock,1355
04.2024,Rabbits,Farm animals,Dispensing on stock,9
04.2024,Cattle,Farm animals,Dispensing on stock,10245
04.2024,Goats,All animals,Dispensing on stock,87
04.2024,Camelids,Farm animals,Dispensing on stock,1
04.2024,All species,Pets,All prescription types,47598
04.2024,Equids,Pets,All prescription types,1996
04.2024,Pigs,Farm animals,All prescription types,1813
04.2024,Dogs,Pets,All prescription types,18506
04.2024,Animal species nZO,Pets,All prescription types,2723
04.2024,Sheep,Farm animals,All prescription types,1980
04.2024,Pigs,All animals,All prescription types,1813
04.2024,Equids,All animals,All prescription types,1996
04.2024,Fish,All animals,All prescription types,10
04.2024,Cats,Pets,All prescription types,24373
04.2024,Goats,Farm animals,All prescription types,1037
04.2024,Goats,All animals,All prescription types,1037
04.2024,Cats,All animals,All prescription types,24373
04.2024,Cattle,Farm animals,All prescription types,59131
04.2024,Rabbits,All animals,All prescription types,14
04.2024,Animal species nZO,All animals,All prescription types,2723
04.2024,Rabbits,Farm animals,All prescription types,14
04.2024,Poultry,All animals,All prescription types,56
04.2024,Camelids,Farm animals,All prescription types,76
04.2024,All species,Farm animals,All prescription types,64117
04.2024,Sheep,All animals,All prescription types,1980
04.2024,Cattle,All animals,All prescription types,59131
04.2024,All species,All animals,All prescription types,111715
04.2024,Poultry,Farm animals,All prescription types,56
04.2024,Dogs,All animals,All prescription types,18506
04.2024,Camelids,All animals,All prescription types,76
04.2024,Fish,Farm animals,All prescription types,10
04.2024,Equids,Pets,Single treatments companion animals,1996
04.2024,Dogs,All animals,Single treatments companion animals,18506
04.2024,Cats,All animals,Single treatments companion animals,24373
04.2024,Animal species nZO,All animals,Single treatments companion animals,2723
04.2024,All species,All animals,Single treatments companion animals,47598
04.2024,Animal species nZO,Pets,Single treatments companion animals,2723
04.2024,Cats,Pets,Single treatments companion animals,24373
04.2024,All species,Pets,Single treatments companion animals,47598
04.2024,Dogs,Pets,Single treatments companion animals,18506
04.2024,Equids,All animals,Single treatments companion animals,1996
04.2024,Sheep,All animals,Single treatments farm animals,1702
04.2024,All species,Farm animals,Single treatments farm animals,51475
04.2024,Camelids,All animals,Single treatments farm animals,75
04.2024,Camelids,Farm animals,Single treatments farm animals,75
04.2024,Rabbits,Farm animals,Single treatments farm animals,5
04.2024,Rabbits,All animals,Single treatments farm animals,5
04.2024,Cattle,Farm animals,Single treatments farm animals,48379
04.2024,Pigs,All animals,Single treatments farm animals,360
04.2024,Poultry,All animals,Single treatments farm animals,6
04.2024,All species,All animals,Single treatments farm animals,51475
04.2024,Sheep,Farm animals,Single treatments farm animals,1702
04.2024,Goats,All animals,Single treatments farm animals,948
04.2024,Goats,Farm animals,Single treatments farm animals,948
04.2024,Pigs,Farm animals,Single treatments farm animals,360
04.2024,Poultry,Farm animals,Single treatments farm animals,6
04.2024,Cattle,All animals,Single treatments farm animals,48379
04.2024,Pigs,All animals,Oral group treatments,98
04.2024,Fish,All animals,Oral group treatments,10
04.2024,Goats,All animals,Oral group treatments,2
04.2024,Goats,Farm animals,Oral group treatments,2
04.2024,Poultry,All animals,Oral group treatments,44
04.2024,Cattle,All animals,Oral group treatments,507
04.2024,All species,All animals,Oral group treatments,661
04.2024,All species,Farm animals,Oral group treatments,661
04.2024,Poultry,Farm animals,Oral group treatments,44
04.2024,Fish,Farm animals,Oral group treatments,10
04.2024,Pigs,Farm animals,Oral group treatments,98
04.2024,Cattle,Farm animals,Oral group treatments,507
05.2024,All species,Farm animals,Dispensing on stock,12393
05.2024,Camelids,All animals,Dispensing on stock,8
05.2024,Goats,Farm animals,Dispensing on stock,96
05.2024,Rabbits,All animals,Dispensing on stock,11
05.2024,Sheep,Farm animals,Dispensing on stock,261
05.2024,Cattle,All animals,Dispensing on stock,10571
05.2024,All species,All animals,Dispensing on stock,12393
05.2024,Pigs,Farm animals,Dispensing on stock,1441
05.2024,Poultry,Farm animals,Dispensing on stock,4
05.2024,Game animals,Farm animals,Dispensing on stock,1
05.2024,Sheep,All animals,Dispensing on stock,261
05.2024,Poultry,All animals,Dispensing on stock,4
05.2024,Rabbits,Farm animals,Dispensing on stock,11
05.2024,Game animals,All animals,Dispensing on stock,1
05.2024,Cattle,Farm animals,Dispensing on stock,10571
05.2024,Camelids,Farm animals,Dispensing on stock,8
05.2024,Goats,All animals,Dispensing on stock,96
05.2024,Pigs,All animals,Dispensing on stock,1441
05.2024,Animal species nZO,Pets,All prescription types,2779
05.2024,Equids,Pets,All prescription types,2338
05.2024,All species,All animals,All prescription types,116038
05.2024,Fish,All animals,All prescription types,17
05.2024,Goats,Farm animals,All prescription types,768
05.2024,All species,Pets,All prescription types,49934
05.2024,Poultry,All animals,All prescription types,95
05.2024,Sheep,Farm animals,All prescription types,1389
05.2024,Equids,All animals,All prescription types,2338
05.2024,Dogs,Pets,All prescription types,19213
05.2024,Pigs,Farm animals,All prescription types,1929
05.2024,Cats,Pets,All prescription types,25604
05.2024,Pigs,All animals,All prescription types,1929
05.2024,Cattle,Farm animals,All prescription types,61790
05.2024,Cats,All animals,All prescription types,25604
05.2024,Rabbits,All animals,All prescription types,15
05.2024,Animal species nZO,All animals,All prescription types,2779
05.2024,Rabbits,Farm animals,All prescription types,15
05.2024,Goats,All animals,All prescription types,768
05.2024,Game animals,All animals,All prescription types,3
05.2024,Camelids,Farm animals,All prescription types,98
05.2024,Cattle,All animals,All prescription types,61790
05.2024,Poultry,Farm animals,All prescription types,95
05.2024,Sheep,All animals,All prescription types,1389
05.2024,Game animals,Farm animals,All prescription types,3
05.2024,Dogs,All animals,All prescription types,19213
05.2024,Fish,Farm animals,All prescription types,17
05.2024,All species,Farm animals,All prescription types,66104
05.2024,Camelids,All animals,All prescription types,98
05.2024,Equids,Pets,Single treatments companion animals,2338
05.2024,All species,Pets,Single treatments companion animals,49934
05.2024,Animal species nZO,Pets,Single treatments companion animals,2779
05.2024,Dogs,Pets,Single treatments companion animals,19213
05.2024,Cats,All animals,Single treatments companion animals,25604
05.2024,All species,All animals,Single treatments companion animals,49934
05.2024,Dogs,All animals,Single treatments companion animals,19213
05.2024,Equids,All animals,Single treatments companion animals,2338
05.2024,Animal species nZO,All animals,Single treatments companion animals,2779
05.2024,Cats,Pets,Single treatments companion animals,25604
05.2024,Camelids,All animals,Single treatments farm animals,90
05.2024,Cattle,All animals,Single treatments farm animals,50713
05.2024,Camelids,Farm animals,Single treatments farm animals,90
05.2024,Sheep,All animals,Single treatments farm animals,1127
05.2024,Game animals,Farm animals,Single treatments farm animals,2
05.2024,All species,Farm animals,Single treatments farm animals,53014
05.2024,Game animals,All animals,Single treatments farm animals,2
05.2024,Goats,All animals,Single treatments farm animals,671
05.2024,Rabbits,Farm animals,Single treatments farm animals,4
05.2024,Pigs,All animals,Single treatments farm animals,399
05.2024,Cattle,Farm animals,Single treatments farm animals,50713
05.2024,Rabbits,All animals,Single treatments farm animals,4
05.2024,All species,All animals,Single treatments farm animals,53014
05.2024,Poultry,Farm animals,Single treatments farm animals,8
05.2024,Poultry,All animals,Single treatments farm animals,8
05.2024,Sheep,Farm animals,Single treatments farm animals,1127
05.2024,Pigs,Farm animals,Single treatments farm animals,399
05.2024,Goats,Farm animals,Single treatments farm animals,671
05.2024,Goats,Farm animals,Oral group treatments,1
05.2024,Fish,All animals,Oral group treatments,17
05.2024,Poultry,All animals,Oral group treatments,83
05.2024,Pigs,Farm animals,Oral group treatments,89
05.2024,Sheep,Farm animals,Oral group treatments,1
05.2024,Pigs,All animals,Oral group treatments,89
05.2024,All species,Farm animals,Oral group treatments,697
05.2024,Goats,All animals,Oral group treatments,1
05.2024,Fish,Farm animals,Oral group treatments,17
05.2024,Cattle,All animals,Oral group treatments,506
05.2024,Sheep,All animals,Oral group treatments,1
05.2024,Poultry,Farm animals,Oral group treatments,83
05.2024,All species,All animals,Oral group treatments,697
05.2024,Cattle,Farm animals,Oral group treatments,506
06.2024,Goats,Farm animals,Dispensing on stock,80
06.2024,Camelids,All animals,Dispensing on stock,4
06.2024,All species,Farm animals,Dispensing on stock,12388
06.2024,Sheep,Farm animals,Dispensing on stock,297
06.2024,Rabbits,All animals,Dispensing on stock,12
06.2024,Poultry,Farm animals,Dispensing on stock,4
06.2024,All species,All animals,Dispensing on stock,12388
06.2024,Sheep,All animals,Dispensing on stock,297
06.2024,Pigs,Farm animals,Dispensing on stock,1200
06.2024,Cattle,Farm animals,Dispensing on stock,10791
06.2024,Camelids,Farm animals,Dispensing on stock,4
06.2024,Rabbits,Farm animals,Dispensing on stock,12
06.2024,Goats,All animals,Dispensing on stock,80
06.2024,Poultry,All animals,Dispensing on stock,4
06.2024,Pigs,All animals,Dispensing on stock,1200
06.2024,Cattle,All animals,Dispensing on stock,10791
06.2024,Cats,Pets,All prescription types,23532
06.2024,Equids,Pets,All prescription types,2236
06.2024,All species,All animals,All prescription types,110937
06.2024,All species,Pets,All prescription types,47387
06.2024,Goats,Farm animals,All prescription types,608
06.2024,Sheep,Farm animals,All prescription types,977
06.2024,Cattle,All animals,All prescription types,60098
06.2024,Dogs,Pets,All prescription types,18942
06.2024,Fish,All animals,All prescription types,16
06.2024,Pigs,Farm animals,All prescription types,1670
06.2024,Animal species nZO,Pets,All prescription types,2677
06.2024,Equids,All animals,All prescription types,2236
06.2024,Cattle,Farm animals,All prescription types,60098
06.2024,Rabbits,All animals,All prescription types,13
06.2024,Pigs,All animals,All prescription types,1670
06.2024,Cats,All animals,All prescription types,23532
06.2024,Animal species nZO,All animals,All prescription types,2677
06.2024,Rabbits,Farm animals,All prescription types,13
06.2024,Poultry,All animals,All prescription types,48
06.2024,Goats,All animals,All prescription types,608
06.2024,Camelids,Farm animals,All prescription types,115
06.2024,Game animals,All animals,All prescription types,5
06.2024,Game animals,Farm animals,All prescription types,5
06.2024,Sheep,All animals,All prescription types,977
06.2024,Poultry,Farm animals,All prescription types,48
06.2024,All species,Farm animals,All prescription types,63550
06.2024,Dogs,All animals,All prescription types,18942
06.2024,Fish,Farm animals,All prescription types,16
06.2024,Camelids,All animals,All prescription types,115
06.2024,Animal species nZO,Pets,Single treatments companion animals,2677
06.2024,All species,Pets,Single treatments companion animals,47387
06.2024,Cats,All animals,Single treatments companion animals,23532
06.2024,Animal species nZO,All animals,Single treatments companion animals,2677
06.2024,Dogs,All animals,Single treatments companion animals,18942
06.2024,All species,All animals,Single treatments companion animals,47387
06.2024,Cats,Pets,Single treatments companion animals,23532
06.2024,Dogs,Pets,Single treatments companion animals,18942
06.2024,Equids,Pets,Single treatments companion animals,2236
06.2024,Equids,All animals,Single treatments companion animals,2236
06.2024,Game animals,Farm animals,Single treatments farm animals,5
06.2024,Sheep,All animals,Single treatments farm animals,680
06.2024,Camelids,All animals,Single treatments farm animals,111
06.2024,All species,Farm animals,Single treatments farm animals,50630
06.2024,Goats,All animals,Single treatments farm animals,527
06.2024,Camelids,Farm animals,Single treatments farm animals,111
06.2024,Poultry,All animals,Single treatments farm animals,3
06.2024,Game animals,All animals,Single treatments farm animals,5
06.2024,Cattle,Farm animals,Single treatments farm animals,48912
06.2024,Pigs,All animals,Single treatments farm animals,392
06.2024,All species,All animals,Single treatments farm animals,50630
06.2024,Sheep,Farm animals,Single treatments farm animals,680
06.2024,Goats,Farm animals,Single treatments farm animals,527
06.2024,Pigs,Farm animals,Single treatments farm animals,392
06.2024,Cattle,All animals,Single treatments farm animals,48912
06.2024,Poultry,Farm animals,Single treatments farm animals,3
06.2024,Fish,All animals,Oral group treatments,16
06.2024,Rabbits,Farm animals,Oral group treatments,1
06.2024,Poultry,All animals,Oral group treatments,41
06.2024,Goats,Farm animals,Oral group treatments,1
06.2024,Cattle,All animals,Oral group treatments,395
06.2024,All species,All animals,Oral group treatments,532
06.2024,Fish,Farm animals,Oral group treatments,16
06.2024,Poultry,Farm animals,Oral group treatments,41
06.2024,Goats,All animals,Oral group treatments,1
06.2024,Pigs,Farm animals,Oral group treatments,78
06.2024,Cattle,Farm animals,Oral group treatments,395
06.2024,Pigs,All animals,Oral group treatments,78
06.2024,All species,Farm animals,Oral group treatments,532
06.2024,Rabbits,All animals,Oral group treatments,1
07.2024,Goats,Farm animals,Dispensing on stock,80
07.2024,All species,Farm animals,Dispensing on stock,14180
07.2024,Poultry,All animals,Dispensing on stock,8
07.2024,Camelids,All animals,Dispensing on stock,4
07.2024,Pigs,All animals,Dispensing on stock,1504
07.2024,Fish,Farm animals,Dispensing on stock,1
07.2024,Fish,All animals,Dispensing on stock,1
07.2024,Rabbits,All animals,Dispensing on stock,8
07.2024,Poultry,Farm animals,Dispensing on stock,8
07.2024,Sheep,All animals,Dispensing on stock,273
07.2024,Pigs,Farm animals,Dispensing on stock,1504
07.2024,Goats,All animals,Dispensing on stock,80
07.2024,All species,All animals,Dispensing on stock,14180
07.2024,Rabbits,Farm animals,Dispensing on stock,8
07.2024,Camelids,Farm animals,Dispensing on stock,4
07.2024,Cattle,Farm animals,Dispensing on stock,12302
07.2024,Sheep,Farm animals,Dispensing on stock,273
07.2024,Cattle,All animals,Dispensing on stock,12302
07.2024,All species,All animals,All prescription types,125015
07.2024,Fish,All animals,All prescription types,16
07.2024,Animal species nZO,Pets,All prescription types,2715
07.2024,Dogs,Pets,All prescription types,20345
07.2024,Equids,Pets,All prescription types,2102
07.2024,Pigs,Farm animals,All prescription types,2103
07.2024,All species,Pets,All prescription types,50020
07.2024,Equids,All animals,All prescription types,2102
07.2024,Cattle,All animals,All prescription types,71032
07.2024,Cats,Pets,All prescription types,24858
07.2024,Sheep,Farm animals,All prescription types,1008
07.2024,Poultry,All animals,All prescription types,50
07.2024,Rabbits,All animals,All prescription types,13
07.2024,Cattle,Farm animals,All prescription types,71032
07.2024,Pigs,All animals,All prescription types,2103
07.2024,Animal species nZO,All animals,All prescription types,2715
07.2024,Rabbits,Farm animals,All prescription types,13
07.2024,Game animals,All animals,All prescription types,2
07.2024,Camelids,Farm animals,All prescription types,115
07.2024,Game animals,Farm animals,All prescription types,2
07.2024,Goats,All animals,All prescription types,656
07.2024,Sheep,All animals,All prescription types,1008
07.2024,Poultry,Farm animals,All prescription types,50
07.2024,Goats,Farm animals,All prescription types,656
07.2024,Dogs,All animals,All prescription types,20345
07.2024,Fish,Farm animals,All prescription types,16
07.2024,Cats,All animals,All prescription types,24858
07.2024,Camelids,All animals,All prescription types,115
07.2024,All species,Farm animals,All prescription types,74995
07.2024,Equids,Pets,Single treatments companion animals,2102
07.2024,All species,Pets,Single treatments companion animals,50020
07.2024,Cats,All animals,Single treatments companion animals,24858
07.2024,All species,All animals,Single treatments companion animals,50020
07.2024,Dogs,All animals,Single treatments companion animals,20345
07.2024,Animal species nZO,All animals,Single treatments companion animals,2715
07.2024,Animal species nZO,Pets,Single treatments companion animals,2715
07.2024,Cats,Pets,Single treatments companion animals,24858
07.2024,Dogs,Pets,Single treatments companion animals,20345
07.2024,Equids,All animals,Single treatments companion animals,2102
07.2024,Game animals,Farm animals,Single treatments farm animals,2
07.2024,Camelids,All animals,Single treatments farm animals,111
07.2024,All species,Farm animals,Single treatments farm animals,60263
07.2024,Goats,All animals,Single treatments farm animals,575
07.2024,Camelids,Farm animals,Single treatments farm animals,111
07.2024,Poultry,All animals,Single treatments farm animals,2
07.2024,Game animals,All animals,Single treatments farm animals,2
07.2024,Rabbits,Farm animals,Single treatments farm animals,5
07.2024,Pigs,All animals,Single treatments farm animals,499
07.2024,Cattle,Farm animals,Single treatments farm animals,58334
07.2024,Rabbits,All animals,Single treatments farm animals,5
07.2024,Cattle,All animals,Single treatments farm animals,58334
07.2024,Sheep,Farm animals,Single treatments farm animals,735
07.2024,Pigs,Farm animals,Single treatments farm animals,499
07.2024,Goats,Farm animals,Single treatments farm animals,575
07.2024,All species,All animals,Single treatments farm animals,60263
07.2024,Sheep,All animals,Single treatments farm animals,735
07.2024,Poultry,Farm animals,Single treatments farm animals,2
07.2024,Fish,All animals,Oral group treatments,15
07.2024,Cattle,All animals,Oral group treatments,396
07.2024,Poultry,All animals,Oral group treatments,40
07.2024,Poultry,Farm animals,Oral group treatments,40
07.2024,Goats,Farm animals,Oral group treatments,1
07.2024,Fish,Farm animals,Oral group treatments,15
07.2024,Goats,All animals,Oral group treatments,1
07.2024,All species,All animals,Oral group treatments,552
07.2024,Cattle,Farm animals,Oral group treatments,396
07.2024,Pigs,All animals,Oral group treatments,100
07.2024,Pigs,Farm animals,Oral group treatments,100
07.2024,All species,Farm animals,Oral group treatments,552
08.2024,All species,Farm animals,Dispensing on stock,13528
08.2024,Camelids,All animals,Dispensing on stock,3
08.2024,Pigs,All animals,Dispensing on stock,1395
08.2024,Rabbits,All animals,Dispensing on stock,11
08.2024,Poultry,Farm animals,Dispensing on stock,3
08.2024,Goats,Farm animals,Dispensing on stock,76
08.2024,Cattle,All animals,Dispensing on stock,11826
08.2024,Sheep,All animals,Dispensing on stock,214
08.2024,Goats,All animals,Dispensing on stock,76
08.2024,All species,All animals,Dispensing on stock,13528
