Month,Species,Category,Prescription type,Monthly prescriptions
04.2022,Equids,All animals,All prescription types,1864
04.2022,Dogs,Pets,All prescription types,18995
04.2022,Cats,Pets,All prescription types,24415
04.2022,All species,Pets,All prescription types,48142
04.2022,Cattle,Farm animals,All prescription types,61081
04.2022,Animal species nZO,All animals,All prescription types,4622
04.2022,Dogs,All animals,All prescription types,18995
04.2022,Rabbits,Farm animals,All prescription types,14
04.2022,Game animals,All animals,All prescription types,9
04.2022,Pigs,All animals,All prescription types,1940
04.2022,Poultry,All animals,All prescription types,88
04.2022,Camelids,Farm animals,All prescription types,73
04.2022,Game animals,Farm animals,All prescription types,9
04.2022,Poultry,Farm animals,All prescription types,88
04.2022,Sheep,All animals,All prescription types,2082
04.2022,Goats,All animals,All prescription types,1079
04.2022,Cats,All animals,All prescription types,24415
04.2022,Cattle,All animals,All prescription types,61081
04.2022,Fish,Farm animals,All prescription types,2
04.2022,Camelids,All animals,All prescription types,73
04.2022,All species,Farm animals,All prescription types,68122
04.2022,Rabbits,All animals,All prescription types,14
04.2022,Equids,Pets,Single treatments companion animals,1864
04.2022,All species,Pets,Single treatments companion animals,48142
04.2022,Animal species nZO,Pets,Single treatments companion animals,2868
04.2022,Cats,All animals,Single treatments companion animals,24415
04.2022,Animal species nZO,All animals,Single treatments companion animals,2868
04.2022,Dogs,All animals,Single treatments companion animals,18995
04.2022,All species,All animals,Single treatments companion animals,48142
04.2022,Dogs,Pets,Single treatments companion animals,18995
04.2022,Equids,All animals,Single treatments companion animals,1864
04.2022,Cats,Pets,Single treatments companion animals,24415
04.2022,Rabbits,All animals,Single treatments farm animals,2
04.2022,Sheep,All animals,Single treatments farm animals,1770
04.2022,Game animals,Farm animals,Single treatments farm animals,9
04.2022,All species,Farm animals,Single treatments farm animals,53757
04.2022,Goats,All animals,Single treatments farm animals,980
04.2022,Camelids,All animals,Single treatments farm animals,73
04.2022,Pigs,All animals,Single treatments farm animals,452
04.2022,Game animals,All animals,Single treatments farm animals,9
04.2022,Poultry,All animals,Single treatments farm animals,5
04.2022,Camelids,Farm animals,Single treatments farm animals,73
04.2022,Rabbits,Farm animals,Single treatments farm animals,2
04.2022,Cattle,Farm animals,Single treatments farm animals,50466
04.2022,Goats,Farm animals,Single treatments farm animals,980
04.2022,Sheep,Farm animals,Single treatments farm animals,1770
04.2022,All species,All animals,Single treatments farm animals,53757
04.2022,Pigs,Farm animals,Single treatments farm animals,452
04.2022,Poultry,Farm animals,Single treatments farm animals,5
04.2022,Cattle,All animals,Single treatments farm animals,50466
04.2022,Sheep,Farm animals,Oral group treatments,2
04.2022,Fish,All animals,Oral group treatments,2
04.2022,Poultry,All animals,Oral group treatments,82
04.2022,Pigs,All animals,Oral group treatments,121
04.2022,Goats,Farm animals,Oral group treatments,4
04.2022,Pigs,Farm animals,Oral group treatments,121
04.2022,All species,All animals,Oral group treatments,767
04.2022,All species,Farm animals,Oral group treatments,767
04.2022,Sheep,All animals,Oral group treatments,2
04.2022,Goats,All animals,Oral group treatments,4
04.2022,Poultry,Farm animals,Oral group treatments,82
04.2022,Cattle,All animals,Oral group treatments,556
04.2022,Cattle,Farm animals,Oral group treatments,556
04.2022,Fish,Farm animals,Oral group treatments,2
05.2022,All species,Farm animals,Dispensing on stock,13894
05.2022,Goats,Farm animals,Dispensing on stock,66
05.2022,Pigs,Farm animals,Dispensing on stock,1298
05.2022,Cattle,Farm animals,Dispensing on stock,10432
05.2022,Camelids,All animals,Dispensing on stock,1
05.2022,Sheep,Farm animals,Dispensing on stock,267
05.2022,Rabbits,All animals,Dispensing on stock,12
05.2022,Poultry,Farm animals,Dispensing on stock,3
05.2022,All species,All animals,Dispensing on stock,13894
05.2022,Animal species nZO,Farm animals,Dispensing on stock,1815
05.2022,Sheep,All animals,Dispensing on stock,267
05.2022,Cattle,All animals,Dispensing on stock,10432
05.2022,Goats,All animals,Dispensing on stock,66
05.2022,Animal species nZO,All animals,Dispensing on stock,1815
05.2022,Camelids,Farm animals,Dispensing on stock,1
05.2022,Rabbits,Farm animals,Dispensing on stock,12
05.2022,Poultry,All animals,Dispensing on stock,3
05.2022,Pigs,All animals,Dispensing on stock,1298
05.2022,Equids,Pets,All prescription types,2141
05.2022,All species,All animals,All prescription types,120596
05.2022,Animal species nZO,Farm animals,All prescription types,1815
05.2022,All species,Pets,All prescription types,52159
05.2022,Pigs,Farm animals,All prescription types,1834
05.2022,Sheep,Farm animals,All prescription types,1285
05.2022,Equids,All animals,All prescription types,2141
05.2022,Fish,All animals,All prescription types,13
05.2022,Poultry,All animals,All prescription types,81
05.2022,Cattle,All animals,All prescription types,62533
05.2022,Goats,All animals,All prescription types,775
05.2022,Dogs,Pets,All prescription types,21037
05.2022,Goats,Farm animals,All prescription types,775
05.2022,Cats,Pets,All prescription types,25829
05.2022,Animal species nZO,Pets,All prescription types,3152
05.2022,Pigs,All animals,All prescription types,1834
05.2022,Cattle,Farm animals,All prescription types,62533
05.2022,Rabbits,Farm animals,All prescription types,23
05.2022,Game animals,All animals,All prescription types,5
05.2022,Animal species nZO,All animals,All prescription types,4967
05.2022,Camelids,Farm animals,All prescription types,73
05.2022,Game animals,Farm animals,All prescription types,5
05.2022,Sheep,All animals,All prescription types,1285
05.2022,Poultry,Farm animals,All prescription types,81
05.2022,All species,Farm animals,All prescription types,68437
05.2022,Fish,Farm animals,All prescription types,13
05.2022,Cats,All animals,All prescription types,25829
05.2022,Rabbits,All animals,All prescription types,23
05.2022,Dogs,All animals,All prescription types,21037
05.2022,Camelids,All animals,All prescription types,73
05.2022,Animal species nZO,Pets,Single treatments companion animals,3152
05.2022,Dogs,Pets,Single treatments companion animals,21037
05.2022,Animal species nZO,All animals,Single treatments companion animals,3152
05.2022,Equids,All animals,Single treatments companion animals,2141
05.2022,Dogs,All animals,Single treatments companion animals,21037
05.2022,All species,All animals,Single treatments companion animals,52159
05.2022,Cats,All animals,Single treatments companion animals,25829
05.2022,All species,Pets,Single treatments companion animals,52159
05.2022,Cats,Pets,Single treatments companion animals,25829
05.2022,Equids,Pets,Single treatments companion animals,2141
05.2022,Rabbits,All animals,Single treatments farm animals,4
05.2022,Game animals,Farm animals,Single treatments farm animals,5
05.2022,Camelids,All animals,Single treatments farm animals,72
05.2022,All species,Farm animals,Single treatments farm animals,53867
05.2022,Cattle,All animals,Single treatments farm animals,51637
05.2022,Game animals,All animals,Single treatments farm animals,5
05.2022,Camelids,Farm animals,Single treatments farm animals,72
05.2022,Rabbits,Farm animals,Single treatments farm animals,4
05.2022,Cattle,Farm animals,Single treatments farm animals,51637
05.2022,Goats,All animals,Single treatments farm animals,707
05.2022,Poultry,All animals,Single treatments farm animals,8
05.2022,Pigs,All animals,Single treatments farm animals,416
05.2022,Pigs,Farm animals,Single treatments farm animals,416
05.2022,Goats,Farm animals,Single treatments farm animals,707
05.2022,Sheep,Farm animals,Single treatments farm animals,1018
05.2022,All species,All animals,Single treatments farm animals,53867
05.2022,Poultry,Farm animals,Single treatments farm animals,8
05.2022,Sheep,All animals,Single treatments farm animals,1018
05.2022,Fish,All animals,Oral group treatments,13
05.2022,Goats,All animals,Oral group treatments,2
05.2022,Pigs,All animals,Oral group treatments,120
05.2022,Poultry,All animals,Oral group treatments,70
05.2022,Goats,Farm animals,Oral group treatments,2
05.2022,Rabbits,Farm animals,Oral group treatments,7
05.2022,Fish,Farm animals,Oral group treatments,13
05.2022,All species,All animals,Oral group treatments,676
05.2022,All species,Farm animals,Oral group treatments,676
05.2022,Poultry,Farm animals,Oral group treatments,70
05.2022,Cattle,All animals,Oral group treatments,464
05.2022,Cattle,Farm animals,Oral group treatments,464
05.2022,Rabbits,All animals,Oral group treatments,7
05.2022,Pigs,Farm animals,Oral group treatments,120
06.2022,All species,Farm animals,Dispensing on stock,15411
06.2022,Pigs,All animals,Dispensing on stock,1325
06.2022,Goats,Farm animals,Dispensing on stock,72
06.2022,Pigs,Farm animals,Dispensing on stock,1325
06.2022,Cattle,Farm animals,Dispensing on stock,11891
06.2022,Cattle,All animals,Dispensing on stock,11891
06.2022,Goats,All animals,Dispensing on stock,72
06.2022,All species,All animals,Dispensing on stock,15411
06.2022,Animal species nZO,Farm animals,Dispensing on stock,1874
06.2022,Sheep,All animals,Dispensing on stock,236
06.2022,Poultry,Farm animals,Dispensing on stock,1
06.2022,Poultry,All animals,Dispensing on stock,1
06.2022,Animal species nZO,All animals,Dispensing on stock,1874
06.2022,Rabbits,All animals,Dispensing on stock,12
06.2022,Sheep,Farm animals,Dispensing on stock,236
06.2022,Rabbits,Farm animals,Dispensing on stock,12
06.2022,Equids,Pets,All prescription types,2029
06.2022,Animal species nZO,Farm animals,All prescription types,1874
06.2022,All species,All animals,All prescription types,121167
06.2022,Dogs,Pets,All prescription types,21425
06.2022,Fish,All animals,All prescription types,22
06.2022,Sheep,Farm animals,All prescription types,934
06.2022,Animal species nZO,Pets,All prescription types,2886
06.2022,All species,Pets,All prescription types,51070
06.2022,Poultry,All animals,All prescription types,54
06.2022,Cattle,All animals,All prescription types,64705
06.2022,Pigs,Farm animals,All prescription types,1877
06.2022,Cats,Pets,All prescription types,24730
06.2022,Pigs,All animals,All prescription types,1877
06.2022,Equids,All animals,All prescription types,2029
06.2022,Goats,Farm animals,All prescription types,537
06.2022,Animal species nZO,All animals,All prescription types,4760
06.2022,Goats,All animals,All prescription types,537
06.2022,Cattle,Farm animals,All prescription types,64705
06.2022,Rabbits,All animals,All prescription types,17
06.2022,Cats,All animals,All prescription types,24730
06.2022,Rabbits,Farm animals,All prescription types,17
06.2022,Game animals,All animals,All prescription types,2
06.2022,Camelids,Farm animals,All prescription types,75
06.2022,Game animals,Farm animals,All prescription types,2
06.2022,Poultry,Farm animals,All prescription types,54
06.2022,Sheep,All animals,All prescription types,934
06.2022,Camelids,All animals,All prescription types,75
06.2022,All species,Farm animals,All prescription types,70097
06.2022,Fish,Farm animals,All prescription types,22
06.2022,Dogs,All animals,All prescription types,21425
06.2022,All species,Pets,Single treatments companion animals,51070
06.2022,Equids,Pets,Single treatments companion animals,2029
06.2022,Cats,All animals,Single treatments companion animals,24730
06.2022,Animal species nZO,All animals,Single treatments companion animals,2886
06.2022,Dogs,All animals,Single treatments companion animals,21425
06.2022,All species,All animals,Single treatments companion animals,51070
06.2022,Animal species nZO,Pets,Single treatments companion animals,2886
06.2022,Dogs,Pets,Single treatments companion animals,21425
06.2022,Equids,All animals,Single treatments companion animals,2029
06.2022,Cats,Pets,Single treatments companion animals,24730
06.2022,Fish,Farm animals,Single treatments farm animals,1
06.2022,Poultry,Farm animals,Single treatments farm animals,5
06.2022,Game animals,Farm animals,Single treatments farm animals,2
06.2022,Camelids,All animals,Single treatments farm animals,75
06.2022,All species,Farm animals,Single treatments farm animals,54103
06.2022,Game animals,All animals,Single treatments farm animals,2
06.2022,Camelids,Farm animals,Single treatments farm animals,75
06.2022,Cattle,Farm animals,Single treatments farm animals,52414
06.2022,Pigs,All animals,Single treatments farm animals,446
06.2022,Sheep,Farm animals,Single treatments farm animals,698
06.2022,Poultry,All animals,Single treatments farm animals,5
06.2022,Fish,All animals,Single treatments farm animals,1
06.2022,All species,All animals,Single treatments farm animals,54103
06.2022,Pigs,Farm animals,Single treatments farm animals,446
06.2022,Goats,Farm animals,Single treatments farm animals,462
06.2022,Cattle,All animals,Single treatments farm animals,52414
06.2022,Goats,All animals,Single treatments farm animals,462
06.2022,Sheep,All animals,Single treatments farm animals,698
06.2022,Rabbits,Farm animals,Oral group treatments,5
