canton,week,variable,value
6,2026-06-23,farms_free_proportion,98
3,2026-06-23,farms_total_count,2044
11,2026-06-23,farms_blocked_count,11
8,2026-06-23,farms_free_count,91
15,2026-06-23,farms_total_count,312
LIE,2026-06-23,farms_total_count,61
4,2026-06-23,farms_free_count,239
24,2026-06-23,farms_blocked_count,8
20,2026-06-23,farms_free_proportion,98
26,2026-06-23,farms_blocked_count,15
1,2026-06-23,farms_blocked_count,16
6,2026-06-23,farms_blocked_count,4
26,2026-06-23,farms_free_count,496
22,2026-06-23,farms_free_count,1028
8,2026-06-23,farms_total_count,91
22,2026-06-23,farms_free_proportion,98
CHE,2026-06-23,farms_total_count,18146
3,2026-06-23,farms_blocked_count,15
10,2026-06-23,farms_free_proportion,97
LIE,2026-06-23,farms_blocked_count,2
20,2026-06-23,farms_blocked_proportion,2
15,2026-06-23,farms_free_count,308
11,2026-06-23,farms_blocked_proportion,2
CHE,2026-06-23,farms_free_proportion,98
25,2026-06-23,farms_total_count,127
23,2026-06-23,farms_free_count,1188
5,2026-06-23,farms_blocked_proportion,5
9,2026-06-23,farms_total_count,254
19,2026-06-23,farms_free_count,1006
24,2026-06-23,farms_free_count,192
5,2026-06-23,farms_blocked_count,23
23,2026-06-23,farms_total_count,1191
11,2026-06-23,farms_free_proportion,98
1,2026-06-23,farms_free_count,844
20,2026-06-23,farms_blocked_count,11
14,2026-06-23,farms_blocked_proportion,2
7,2026-06-23,farms_blocked_proportion,2
17,2026-06-23,farms_free_proportion,97
16,2026-06-23,farms_total_count,142
1,2026-06-23,farms_total_count,860
6,2026-06-23,farms_blocked_proportion,2
CHE,2026-06-23,farms_blocked_count,354
7,2026-06-23,farms_free_count,120
22,2026-06-23,farms_total_count,1048
11,2026-06-23,farms_free_count,485
5,2026-06-23,farms_free_proportion,95
26,2026-06-23,farms_total_count,511
21,2026-06-23,farms_blocked_count,17
4,2026-06-23,farms_total_count,245
9,2026-06-23,farms_free_count,253
17,2026-06-23,farms_blocked_proportion,3
18,2026-06-23,farms_total_count,803
14,2026-06-23,farms_free_proportion,98
12,2026-06-23,farms_blocked_count,0
25,2026-06-23,farms_free_proportion,99
21,2026-06-23,farms_blocked_proportion,4
4,2026-06-23,farms_blocked_proportion,2
10,2026-06-23,farms_total_count,1118
26,2026-06-23,farms_blocked_proportion,3
18,2026-06-23,farms_blocked_count,8
10,2026-06-23,farms_free_count,1080
9,2026-06-23,farms_blocked_count,1
2,2026-06-23,farms_total_count,4084
17,2026-06-23,farms_blocked_count,35
20,2026-06-23,farms_free_count,602
3,2026-06-23,farms_free_proportion,99
16,2026-06-23,farms_free_count,138
16,2026-06-23,farms_free_proportion,97
LIE,2026-06-23,farms_blocked_proportion,3
13,2026-06-23,farms_free_proportion,99
10,2026-06-23,farms_blocked_count,38
15,2026-06-23,farms_blocked_count,4
15,2026-06-23,farms_blocked_proportion,1
17,2026-06-23,farms_total_count,1210
10,2026-06-23,farms_blocked_proportion,3
1,2026-06-23,farms_free_proportion,98
8,2026-06-23,farms_blocked_count,0
19,2026-06-23,farms_free_proportion,98
18,2026-06-23,farms_free_count,795
19,2026-06-23,farms_total_count,1028
14,2026-06-23,farms_total_count,168
25,2026-06-23,farms_blocked_proportion,1
CHE,2026-06-23,farms_blocked_proportion,2
3,2026-06-23,farms_free_count,2029
5,2026-06-23,farms_total_count,493
12,2026-06-23,farms_free_count,19
2,2026-06-23,farms_free_proportion,98
5,2026-06-23,farms_free_count,470
2,2026-06-23,farms_free_count,4002
9,2026-06-23,farms_free_proportion,100
11,2026-06-23,farms_total_count,496
2,2026-06-23,farms_blocked_count,82
20,2026-06-23,farms_total_count,613
13,2026-06-23,farms_free_count,349
2,2026-06-23,farms_blocked_proportion,2
26,2026-06-23,farms_free_proportion,97
25,2026-06-23,farms_blocked_count,1
LIE,2026-06-23,farms_free_count,59
7,2026-06-23,farms_blocked_count,3
17,2026-06-23,farms_free_count,1175
15,2026-06-23,farms_free_proportion,99
4,2026-06-23,farms_free_proportion,98
18,2026-06-23,farms_free_proportion,99
12,2026-06-23,farms_blocked_proportion,0
13,2026-06-23,farms_blocked_proportion,1
24,2026-06-23,farms_free_proportion,96
21,2026-06-23,farms_free_proportion,96
13,2026-06-23,farms_total_count,353
1,2026-06-23,farms_blocked_proportion,2
6,2026-06-23,farms_total_count,172
16,2026-06-23,farms_blocked_count,4
12,2026-06-23,farms_free_proportion,100
8,2026-06-23,farms_free_proportion,100
18,2026-06-23,farms_blocked_proportion,1
CHE,2026-06-23,farms_free_count,17792
21,2026-06-23,farms_free_count,424
9,2026-06-23,farms_blocked_proportion,0
14,2026-06-23,farms_free_count,165
13,2026-06-23,farms_blocked_count,4
7,2026-06-23,farms_free_proportion,98
6,2026-06-23,farms_free_count,168
22,2026-06-23,farms_blocked_count,20
12,2026-06-23,farms_total_count,19
14,2026-06-23,farms_blocked_count,3
7,2026-06-23,farms_total_count,123
16,2026-06-23,farms_blocked_proportion,3
3,2026-06-23,farms_blocked_proportion,1
23,2026-06-23,farms_blocked_count,3
23,2026-06-23,farms_free_proportion,100
8,2026-06-23,farms_blocked_proportion,0
21,2026-06-23,farms_total_count,441
24,2026-06-23,farms_total_count,200
25,2026-06-23,farms_free_count,126
19,2026-06-23,farms_blocked_count,22
25,2026-06-30,farms_blocked_count,1
5,2026-06-30,farms_total_count,493
3,2026-06-30,farms_blocked_count,14
4,2026-06-30,farms_total_count,245
15,2026-06-30,farms_total_count,312
17,2026-06-30,farms_free_count,1177
12,2026-06-30,farms_free_count,19
25,2026-06-30,farms_total_count,128
6,2026-06-30,farms_free_proportion,99
8,2026-06-30,farms_free_proportion,100
7,2026-06-30,farms_blocked_count,3
10,2026-06-30,farms_total_count,1118
26,2026-06-30,farms_free_proportion,97
19,2026-06-30,farms_free_count,1007
7,2026-06-30,farms_total_count,123
11,2026-06-30,farms_free_proportion,98
18,2026-06-30,farms_free_proportion,99
24,2026-06-30,farms_total_count,201
20,2026-06-30,farms_total_count,614
20,2026-06-30,farms_free_proportion,99
11,2026-06-30,farms_total_count,496
LIE,2026-06-30,farms_blocked_count,2
12,2026-06-30,farms_total_count,19
LIE,2026-06-30,farms_total_count,61
21,2026-06-30,farms_free_proportion,97
18,2026-06-30,farms_blocked_count,9
17,2026-06-30,farms_total_count,1211
25,2026-06-30,farms_free_count,127
26,2026-06-30,farms_blocked_count,14
8,2026-06-30,farms_blocked_count,0
13,2026-06-30,farms_free_count,349
25,2026-06-30,farms_free_proportion,99
22,2026-06-30,farms_total_count,1049
17,2026-06-30,farms_free_proportion,97
26,2026-06-30,farms_total_count,511
23,2026-06-30,farms_total_count,1192
7,2026-06-30,farms_free_count,120
13,2026-06-30,farms_total_count,353
6,2026-06-30,farms_blocked_count,2
6,2026-06-30,farms_free_count,170
6,2026-06-30,farms_total_count,172
14,2026-06-30,farms_total_count,168
7,2026-06-30,farms_free_proportion,98
8,2026-06-30,farms_total_count,91
3,2026-06-30,farms_free_count,2031
3,2026-06-30,farms_total_count,2045
24,2026-06-30,farms_free_proportion,96
14,2026-06-30,farms_free_count,165
18,2026-06-30,farms_total_count,803
4,2026-06-30,farms_free_proportion,98
21,2026-06-30,farms_total_count,442
3,2026-06-30,farms_free_proportion,99
5,2026-06-30,farms_free_proportion,95
10,2026-06-30,farms_blocked_count,36
14,2026-06-30,farms_free_proportion,98
24,2026-06-30,farms_blocked_count,8
2,2026-06-30,farms_total_count,4087
22,2026-06-30,farms_free_proportion,98
24,2026-06-30,farms_free_count,193
5,2026-06-30,farms_free_count,470
12,2026-06-30,farms_blocked_proportion,0
17,2026-06-30,farms_blocked_proportion,3
13,2026-06-30,farms_blocked_count,4
CHE,2026-06-30,farms_total_count,18158
16,2026-06-30,farms_total_count,142
18,2026-06-30,farms_free_count,794
1,2026-06-30,farms_total_count,860
CHE,2026-06-30,farms_free_count,17819
9,2026-06-30,farms_free_count,253
11,2026-06-30,farms_blocked_count,11
10,2026-06-30,farms_free_count,1082
9,2026-06-30,farms_blocked_count,1
20,2026-06-30,farms_free_count,605
22,2026-06-30,farms_blocked_proportion,2
26,2026-06-30,farms_blocked_proportion,3
20,2026-06-30,farms_blocked_count,9
22,2026-06-30,farms_blocked_count,20
2,2026-06-30,farms_blocked_proportion,2
20,2026-06-30,farms_blocked_proportion,1
LIE,2026-06-30,farms_free_proportion,97
15,2026-06-30,farms_free_proportion,99
1,2026-06-30,farms_blocked_count,15
4,2026-06-30,farms_free_count,239
2,2026-06-30,farms_blocked_count,80
23,2026-06-30,farms_free_proportion,100
13,2026-06-30,farms_blocked_proportion,1
9,2026-06-30,farms_free_proportion,100
2,2026-06-30,farms_free_count,4007
24,2026-06-30,farms_blocked_proportion,4
23,2026-06-30,farms_blocked_proportion,0
LIE,2026-06-30,farms_free_count,59
21,2026-06-30,farms_blocked_proportion,3
16,2026-06-30,farms_free_proportion,97
14,2026-06-30,farms_blocked_proportion,2
2,2026-06-30,farms_free_proportion,98
4,2026-06-30,farms_blocked_count,6
CHE,2026-06-30,farms_free_proportion,98
19,2026-06-30,farms_blocked_proportion,2
3,2026-06-30,farms_blocked_proportion,1
19,2026-06-30,farms_blocked_count,22
16,2026-06-30,farms_free_count,138
15,2026-06-30,farms_free_count,308
22,2026-06-30,farms_free_count,1029
CHE,2026-06-30,farms_blocked_proportion,2
11,2026-06-30,farms_free_count,485
9,2026-06-30,farms_blocked_proportion,0
10,2026-06-30,farms_free_proportion,97
1,2026-06-30,farms_free_proportion,98
13,2026-06-30,farms_free_proportion,99
12,2026-06-30,farms_blocked_count,0
6,2026-06-30,farms_blocked_proportion,1
23,2026-06-30,farms_free_count,1191
19,2026-06-30,farms_total_count,1029
5,2026-06-30,farms_blocked_proportion,5
19,2026-06-30,farms_free_proportion,98
1,2026-06-30,farms_blocked_proportion,2
25,2026-06-30,farms_blocked_proportion,1
15,2026-06-30,farms_blocked_proportion,1
9,2026-06-30,farms_total_count,254
CHE,2026-06-30,farms_blocked_count,339
8,2026-06-30,farms_blocked_proportion,0
16,2026-06-30,farms_blocked_count,4
17,2026-06-30,farms_blocked_count,34
5,2026-06-30,farms_blocked_count,23
23,2026-06-30,farms_blocked_count,1
14,2026-06-30,farms_blocked_count,3
10,2026-06-30,farms_blocked_proportion,3
8,2026-06-30,farms_free_count,91
16,2026-06-30,farms_blocked_proportion,3
18,2026-06-30,farms_blocked_proportion,1
21,2026-06-30,farms_free_count,427
12,2026-06-30,farms_free_proportion,100
7,2026-06-30,farms_blocked_proportion,2
LIE,2026-06-30,farms_blocked_proportion,3
21,2026-06-30,farms_blocked_count,15
1,2026-06-30,farms_free_count,845
11,2026-06-30,farms_blocked_proportion,2
15,2026-06-30,farms_blocked_count,4
4,2026-06-30,farms_blocked_proportion,2
26,2026-06-30,farms_free_count,497
7,2026-07-07,farms_blocked_proportion,2
2,2026-07-07,farms_blocked_proportion,2
CHE,2026-07-07,farms_blocked_proportion,2
2,2026-07-07,farms_free_count,4019
17,2026-07-07,farms_blocked_count,32
24,2026-07-07,farms_blocked_proportion,4
CHE,2026-07-07,farms_blocked_count,325
11,2026-07-07,farms_total_count,496
16,2026-07-07,farms_free_count,138
9,2026-07-07,farms_free_proportion,100
1,2026-07-07,farms_blocked_count,15
5,2026-07-07,farms_free_count,471
4,2026-07-07,farms_free_proportion,98
1,2026-07-07,farms_free_count,845
2,2026-07-07,farms_free_proportion,98
2,2026-07-07,farms_total_count,4093
22,2026-07-07,farms_blocked_proportion,2
LIE,2026-07-07,farms_total_count,61
6,2026-07-07,farms_blocked_proportion,1
11,2026-07-07,farms_blocked_count,11
12,2026-07-07,farms_free_count,19
17,2026-07-07,farms_free_proportion,97
13,2026-07-07,farms_free_proportion,99
3,2026-07-07,farms_total_count,2045
4,2026-07-07,farms_free_count,239
5,2026-07-07,farms_total_count,493
18,2026-07-07,farms_free_proportion,99
24,2026-07-07,farms_blocked_count,8
20,2026-07-07,farms_total_count,614
24,2026-07-07,farms_total_count,204
2,2026-07-07,farms_blocked_count,74
LIE,2026-07-07,farms_blocked_proportion,3
7,2026-07-07,farms_free_proportion,98
22,2026-07-07,farms_blocked_count,18
15,2026-07-07,farms_blocked_count,4
13,2026-07-07,farms_free_count,350
12,2026-07-07,farms_total_count,19
21,2026-07-07,farms_free_count,428
21,2026-07-07,farms_free_proportion,97
18,2026-07-07,farms_blocked_proportion,1
17,2026-07-07,farms_total_count,1211
10,2026-07-07,farms_blocked_proportion,3
6,2026-07-07,farms_free_count,170
1,2026-07-07,farms_free_proportion,98
1,2026-07-07,farms_blocked_proportion,2
8,2026-07-07,farms_blocked_count,0
14,2026-07-07,farms_blocked_count,3
19,2026-07-07,farms_free_proportion,98
25,2026-07-07,farms_blocked_proportion,1
25,2026-07-07,farms_free_count,127
8,2026-07-07,farms_blocked_proportion,0
24,2026-07-07,farms_free_proportion,96
16,2026-07-07,farms_blocked_count,4
23,2026-07-07,farms_blocked_count,1
13,2026-07-07,farms_total_count,354
6,2026-07-07,farms_total_count,172
16,2026-07-07,farms_free_proportion,97
3,2026-07-07,farms_free_proportion,99
9,2026-07-07,farms_blocked_proportion,0
13,2026-07-07,farms_blocked_proportion,1
26,2026-07-07,farms_free_proportion,97
6,2026-07-07,farms_free_proportion,99
3,2026-07-07,farms_blocked_proportion,1
7,2026-07-07,farms_blocked_count,3
23,2026-07-07,farms_blocked_proportion,0
LIE,2026-07-07,farms_free_count,59
18,2026-07-07,farms_blocked_count,8
CHE,2026-07-07,farms_free_proportion,98
4,2026-07-07,farms_blocked_count,6
19,2026-07-07,farms_blocked_count,21
17,2026-07-07,farms_free_count,1179
15,2026-07-07,farms_free_proportion,99
25,2026-07-07,farms_blocked_count,1
20,2026-07-07,farms_free_proportion,98
12,2026-07-07,farms_blocked_proportion,0
CHE,2026-07-07,farms_free_count,17845
18,2026-07-07,farms_free_count,795
9,2026-07-07,farms_blocked_count,1
3,2026-07-07,farms_free_count,2033
10,2026-07-07,farms_free_count,1082
26,2026-07-07,farms_blocked_proportion,3
7,2026-07-07,farms_total_count,123
14,2026-07-07,farms_total_count,168
20,2026-07-07,farms_free_count,603
8,2026-07-07,farms_free_count,91
7,2026-07-07,farms_free_count,120
22,2026-07-07,farms_free_proportion,98
26,2026-07-07,farms_blocked_count,14
5,2026-07-07,farms_free_proportion,96
LIE,2026-07-07,farms_blocked_count,2
21,2026-07-07,farms_blocked_count,14
13,2026-07-07,farms_blocked_count,4
14,2026-07-07,farms_free_count,165
1,2026-07-07,farms_total_count,860
16,2026-07-07,farms_total_count,142
21,2026-07-07,farms_total_count,442
CHE,2026-07-07,farms_total_count,18170
11,2026-07-07,farms_free_proportion,98
23,2026-07-07,farms_free_proportion,100
26,2026-07-07,farms_free_count,498
14,2026-07-07,farms_free_proportion,98
9,2026-07-07,farms_free_count,253
22,2026-07-07,farms_total_count,1050
11,2026-07-07,farms_blocked_proportion,2
20,2026-07-07,farms_blocked_count,11
17,2026-07-07,farms_blocked_proportion,3
10,2026-07-07,farms_total_count,1118
11,2026-07-07,farms_free_count,485
24,2026-07-07,farms_free_count,196
12,2026-07-07,farms_blocked_count,0
6,2026-07-07,farms_blocked_count,2
25,2026-07-07,farms_free_proportion,99
18,2026-07-07,farms_total_count,803
8,2026-07-07,farms_free_proportion,100
20,2026-07-07,farms_blocked_proportion,2
12,2026-07-07,farms_free_proportion,100
16,2026-07-07,farms_blocked_proportion,3
3,2026-07-07,farms_blocked_count,12
LIE,2026-07-07,farms_free_proportion,97
9,2026-07-07,farms_total_count,254
19,2026-07-07,farms_total_count,1029
10,2026-07-07,farms_free_proportion,97
21,2026-07-07,farms_blocked_proportion,3
15,2026-07-07,farms_blocked_proportion,1
23,2026-07-07,farms_total_count,1192
8,2026-07-07,farms_total_count,91
26,2026-07-07,farms_total_count,512
5,2026-07-07,farms_blocked_proportion,4
22,2026-07-07,farms_free_count,1032
15,2026-07-07,farms_total_count,312
25,2026-07-07,farms_total_count,128
4,2026-07-07,farms_blocked_proportion,2
14,2026-07-07,farms_blocked_proportion,2
5,2026-07-07,farms_blocked_count,22
4,2026-07-07,farms_total_count,245
23,2026-07-07,farms_free_count,1191
15,2026-07-07,farms_free_count,308
19,2026-07-07,farms_blocked_proportion,2
10,2026-07-07,farms_blocked_count,36
19,2026-07-07,farms_free_count,1008
20,2026-07-14,farms_free_count,605
22,2026-07-14,farms_total_count,1050
14,2026-07-14,farms_total_count,168
6,2026-07-14,farms_blocked_count,2
20,2026-07-14,farms_blocked_proportion,2
7,2026-07-14,farms_total_count,123
17,2026-07-14,farms_free_count,1181
11,2026-07-14,farms_free_count,486
15,2026-07-14,farms_free_proportion,99
LIE,2026-07-14,farms_free_proportion,97
20,2026-07-14,farms_free_proportion,98
1,2026-07-14,farms_total_count,860
12,2026-07-14,farms_blocked_proportion,0
CHE,2026-07-14,farms_free_count,17861
25,2026-07-14,farms_blocked_count,1
24,2026-07-14,farms_total_count,204
22,2026-07-14,farms_free_count,1032
9,2026-07-14,farms_blocked_count,1
16,2026-07-14,farms_total_count,142
8,2026-07-14,farms_total_count,91
3,2026-07-14,farms_free_count,2033
26,2026-07-14,farms_blocked_proportion,3
CHE,2026-07-14,farms_total_count,18178
18,2026-07-14,farms_free_count,795
CHE,2026-07-14,farms_blocked_count,317
10,2026-07-14,farms_total_count,1118
9,2026-07-14,farms_blocked_proportion,0
8,2026-07-14,farms_blocked_proportion,0
LIE,2026-07-14,farms_blocked_count,2
23,2026-07-14,farms_free_count,1191
1,2026-07-14,farms_free_proportion,99
6,2026-07-14,farms_free_count,170
10,2026-07-14,farms_free_proportion,97
1,2026-07-14,farms_blocked_proportion,1
19,2026-07-14,farms_free_count,1008
19,2026-07-14,farms_free_proportion,98
10,2026-07-14,farms_blocked_proportion,3
5,2026-07-14,farms_blocked_proportion,4
22,2026-07-14,farms_free_proportion,98
9,2026-07-14,farms_total_count,254
10,2026-07-14,farms_free_count,1082
25,2026-07-14,farms_total_count,129
24,2026-07-14,farms_free_proportion,96
23,2026-07-14,farms_total_count,1192
6,2026-07-14,farms_total_count,172
24,2026-07-14,farms_free_count,196
13,2026-07-14,farms_total_count,354
25,2026-07-14,farms_blocked_proportion,1
3,2026-07-14,farms_free_proportion,99
5,2026-07-14,farms_blocked_count,22
14,2026-07-14,farms_blocked_count,3
3,2026-07-14,farms_blocked_count,12
16,2026-07-14,farms_free_proportion,97
25,2026-07-14,farms_free_proportion,99
12,2026-07-14,farms_total_count,19
12,2026-07-14,farms_blocked_count,0
LIE,2026-07-14,farms_blocked_proportion,3
7,2026-07-14,farms_free_proportion,98
10,2026-07-14,farms_blocked_count,36
22,2026-07-14,farms_blocked_count,18
23,2026-07-14,farms_blocked_count,1
15,2026-07-14,farms_blocked_count,4
11,2026-07-14,farms_blocked_proportion,2
13,2026-07-14,farms_free_count,350
CHE,2026-07-14,farms_free_proportion,98
21,2026-07-14,farms_free_count,430
26,2026-07-14,farms_free_count,499
21,2026-07-14,farms_free_proportion,97
11,2026-07-14,farms_free_proportion,98
8,2026-07-14,farms_blocked_count,0
17,2026-07-14,farms_total_count,1211
18,2026-07-14,farms_blocked_proportion,1
15,2026-07-14,farms_free_count,308
19,2026-07-14,farms_blocked_count,21
12,2026-07-14,farms_free_count,19
18,2026-07-14,farms_free_proportion,99
LIE,2026-07-14,farms_total_count,61
16,2026-07-14,farms_blocked_proportion,3
25,2026-07-14,farms_free_count,128
8,2026-07-14,farms_free_proportion,100
CHE,2026-07-14,farms_blocked_proportion,2
2,2026-07-14,farms_free_proportion,98
13,2026-07-14,farms_blocked_count,4
18,2026-07-14,farms_total_count,803
2,2026-07-14,farms_free_count,4022
11,2026-07-14,farms_blocked_count,10
24,2026-07-14,farms_blocked_proportion,4
11,2026-07-14,farms_total_count,496
4,2026-07-14,farms_blocked_proportion,2
13,2026-07-14,farms_free_proportion,99
17,2026-07-14,farms_blocked_count,30
7,2026-07-14,farms_blocked_proportion,2
12,2026-07-14,farms_free_proportion,100
3,2026-07-14,farms_total_count,2045
5,2026-07-14,farms_free_count,471
21,2026-07-14,farms_total_count,443
26,2026-07-14,farms_blocked_count,14
2,2026-07-14,farms_total_count,4096
1,2026-07-14,farms_free_count,848
22,2026-07-14,farms_blocked_proportion,2
2,2026-07-14,farms_blocked_proportion,2
20,2026-07-14,farms_total_count,615
9,2026-07-14,farms_free_count,253
4,2026-07-14,farms_free_count,240
5,2026-07-14,farms_total_count,493
1,2026-07-14,farms_blocked_count,12
24,2026-07-14,farms_blocked_count,8
14,2026-07-14,farms_blocked_proportion,2
17,2026-07-14,farms_blocked_proportion,2
21,2026-07-14,farms_blocked_count,13
14,2026-07-14,farms_free_count,165
23,2026-07-14,farms_free_proportion,100
16,2026-07-14,farms_blocked_count,4
9,2026-07-14,farms_free_proportion,100
23,2026-07-14,farms_blocked_proportion,0
21,2026-07-14,farms_blocked_proportion,3
18,2026-07-14,farms_blocked_count,8
7,2026-07-14,farms_blocked_count,3
4,2026-07-14,farms_total_count,246
15,2026-07-14,farms_blocked_proportion,1
20,2026-07-14,farms_blocked_count,10
3,2026-07-14,farms_blocked_proportion,1
6,2026-07-14,farms_free_proportion,99
15,2026-07-14,farms_total_count,312
19,2026-07-14,farms_blocked_proportion,2
6,2026-07-14,farms_blocked_proportion,1
4,2026-07-14,farms_free_proportion,98
26,2026-07-14,farms_free_proportion,97
4,2026-07-14,farms_blocked_count,6
14,2026-07-14,farms_free_proportion,98
8,2026-07-14,farms_free_count,91
7,2026-07-14,farms_free_count,120
2,2026-07-14,farms_blocked_count,74
17,2026-07-14,farms_free_proportion,98
LIE,2026-07-14,farms_free_count,59
16,2026-07-14,farms_free_count,138
5,2026-07-14,farms_free_proportion,96
13,2026-07-14,farms_blocked_proportion,1
26,2026-07-14,farms_total_count,513
19,2026-07-14,farms_total_count,1029
24,2026-07-21,farms_blocked_count,4
14,2026-07-21,farms_blocked_count,3
5,2026-07-21,farms_blocked_count,21
24,2026-07-21,farms_free_count,200
23,2026-07-21,farms_free_count,1192
CHE,2026-07-21,farms_blocked_count,305
21,2026-07-21,farms_blocked_count,13
8,2026-07-21,farms_blocked_proportion,0
4,2026-07-21,farms_blocked_proportion,2
26,2026-07-21,farms_total_count,513
7,2026-07-21,farms_free_count,120
25,2026-07-21,farms_total_count,129
6,2026-07-21,farms_blocked_proportion,1
6,2026-07-21,farms_free_count,170
7,2026-07-21,farms_blocked_proportion,2
1,2026-07-21,farms_blocked_proportion,1
17,2026-07-21,farms_free_proportion,98
1,2026-07-21,farms_free_count,848
5,2026-07-21,farms_blocked_proportion,4
6,2026-07-21,farms_total_count,172
11,2026-07-21,farms_blocked_count,10
14,2026-07-21,farms_blocked_proportion,2
11,2026-07-21,farms_free_proportion,98
20,2026-07-21,farms_blocked_count,11
CHE,2026-07-21,farms_total_count,18187
26,2026-07-21,farms_blocked_proportion,3
14,2026-07-21,farms_free_proportion,98
5,2026-07-21,farms_free_proportion,96
8,2026-07-21,farms_free_count,91
22,2026-07-21,farms_free_count,1032
3,2026-07-21,farms_blocked_proportion,1
6,2026-07-21,farms_free_proportion,99
CHE,2026-07-21,farms_free_count,17882
21,2026-07-21,farms_blocked_proportion,3
20,2026-07-21,farms_free_proportion,98
19,2026-07-21,farms_free_count,1010
23,2026-07-21,farms_blocked_proportion,0
8,2026-07-21,farms_total_count,91
18,2026-07-21,farms_blocked_count,10
24,2026-07-21,farms_total_count,204
19,2026-07-21,farms_blocked_count,19
4,2026-07-21,farms_blocked_count,6
20,2026-07-21,farms_blocked_proportion,2
8,2026-07-21,farms_blocked_count,0
7,2026-07-21,farms_total_count,123
24,2026-07-21,farms_blocked_proportion,2
11,2026-07-21,farms_blocked_proportion,2
26,2026-07-21,farms_blocked_count,14
21,2026-07-21,farms_free_count,431
22,2026-07-21,farms_blocked_proportion,2
9,2026-07-21,farms_free_count,253
4,2026-07-21,farms_free_count,240
10,2026-07-21,farms_total_count,1119
18,2026-07-21,farms_blocked_proportion,1
22,2026-07-21,farms_blocked_count,18
17,2026-07-21,farms_blocked_proportion,2
7,2026-07-21,farms_free_proportion,98
3,2026-07-21,farms_total_count,2045
LIE,2026-07-21,farms_total_count,61
18,2026-07-21,farms_total_count,807
12,2026-07-21,farms_total_count,19
25,2026-07-21,farms_free_count,128
3,2026-07-21,farms_blocked_count,12
9,2026-07-21,farms_blocked_proportion,0
CHE,2026-07-21,farms_free_proportion,98
15,2026-07-21,farms_free_count,308
16,2026-07-21,farms_blocked_count,4
25,2026-07-21,farms_blocked_proportion,1
15,2026-07-21,farms_blocked_proportion,1
20,2026-07-21,farms_free_count,604
14,2026-07-21,farms_free_count,165
13,2026-07-21,farms_free_count,349
1,2026-07-21,farms_blocked_count,12
CHE,2026-07-21,farms_blocked_proportion,2
2,2026-07-21,farms_free_count,4031
1,2026-07-21,farms_total_count,860
LIE,2026-07-21,farms_free_proportion,97
2,2026-07-21,farms_blocked_proportion,2
25,2026-07-21,farms_blocked_count,1
21,2026-07-21,farms_free_proportion,97
11,2026-07-21,farms_free_count,486
9,2026-07-21,farms_free_proportion,100
22,2026-07-21,farms_total_count,1050
6,2026-07-21,farms_blocked_count,2
15,2026-07-21,farms_blocked_count,4
8,2026-07-21,farms_free_proportion,100
19,2026-07-21,farms_blocked_proportion,2
4,2026-07-21,farms_total_count,246
13,2026-07-21,farms_blocked_count,5
3,2026-07-21,farms_free_proportion,99
4,2026-07-21,farms_free_proportion,98
16,2026-07-21,farms_free_proportion,97
23,2026-07-21,farms_free_proportion,100
17,2026-07-21,farms_free_count,1182
15,2026-07-21,farms_total_count,312
18,2026-07-21,farms_free_count,797
15,2026-07-21,farms_free_proportion,99
20,2026-07-21,farms_total_count,615
LIE,2026-07-21,farms_blocked_proportion,3
LIE,2026-07-21,farms_free_count,59
13,2026-07-21,farms_free_proportion,99
12,2026-07-21,farms_free_count,19
14,2026-07-21,farms_total_count,168
18,2026-07-21,farms_free_proportion,99
2,2026-07-21,farms_total_count,4097
5,2026-07-21,farms_free_count,472
17,2026-07-21,farms_total_count,1212
19,2026-07-21,farms_free_proportion,98
9,2026-07-21,farms_total_count,254
10,2026-07-21,farms_free_proportion,97
10,2026-07-21,farms_free_count,1084
13,2026-07-21,farms_blocked_proportion,1
17,2026-07-21,farms_blocked_count,30
LIE,2026-07-21,farms_blocked_count,2
24,2026-07-21,farms_free_proportion,98
12,2026-07-21,farms_free_proportion,100
16,2026-07-21,farms_blocked_proportion,3
23,2026-07-21,farms_total_count,1193
13,2026-07-21,farms_total_count,354
11,2026-07-21,farms_total_count,496
22,2026-07-21,farms_free_proportion,98
2,2026-07-21,farms_blocked_count,66
7,2026-07-21,farms_blocked_count,3
12,2026-07-21,farms_blocked_proportion,0
10,2026-07-21,farms_blocked_proportion,3
25,2026-07-21,farms_free_proportion,99
12,2026-07-21,farms_blocked_count,0
3,2026-07-21,farms_free_count,2033
23,2026-07-21,farms_blocked_count,1
16,2026-07-21,farms_total_count,142
21,2026-07-21,farms_total_count,444
10,2026-07-21,farms_blocked_count,35
2,2026-07-21,farms_free_proportion,98
1,2026-07-21,farms_free_proportion,99
9,2026-07-21,farms_blocked_count,1
5,2026-07-21,farms_total_count,493
19,2026-07-21,farms_total_count,1029
26,2026-07-21,farms_free_proportion,97
16,2026-07-21,farms_free_count,138
26,2026-07-21,farms_free_count,499
CHE,2026-07-28,farms_blocked_count,295
4,2026-07-28,farms_free_proportion,98
10,2026-07-28,farms_blocked_count,35
4,2026-07-28,farms_blocked_proportion,2
15,2026-07-28,farms_blocked_proportion,1
6,2026-07-28,farms_blocked_proportion,1
24,2026-07-28,farms_blocked_count,4
13,2026-07-28,farms_free_proportion,99
2,2026-07-28,farms_free_proportion,98
25,2026-07-28,farms_free_count,128
